Protein 1,Protein 1 name,Protein 2,Protein 2 name,Retained DDIs,Lost DDIs,Score,Source of the interaction
8339,H2BC8,22974,TPX2,-,-,1.0,PPI
8339,H2BC8,24137,KIF4A,-,-,1.0,PPI
8339,H2BC8,128866,CHMP4B,-,-,1.0,PPI
8339,H2BC8,5496,PPM1G,-,-,1.0,PPI
8339,H2BC8,3476,IGBP1,-,-,1.0,PPI
8339,H2BC8,55133,SRBD1,-,-,1.0,PPI
8339,H2BC8,89890,KBTBD6,-,-,1.0,PPI
8339,H2BC8,81930,KIF18A,-,-,1.0,PPI
185,AGTR1,3357,HTR2B,PF00001-PF00001,-,1.0,PPI-DDI
185,AGTR1,479,ATP12A,-,-,1.0,PPI
79596,OBI1,6615,SNAI1,-,-,1.0,PPI
79596,OBI1,79866,BORA,-,-,1.0,PPI
79596,OBI1,678,ZFP36L2,-,-,1.0,PPI
79596,OBI1,2290,FOXG1,-,-,1.0,PPI
11041,B4GAT1,2697,GJA1,-,-,1.0,PPI
11041,B4GAT1,201562,HACD2,-,-,1.0,PPI
11041,B4GAT1,26507,CNNM1,-,-,1.0,PPI
1667,DEFA1,26002,MOXD1,-,-,1.0,PPI
1667,DEFA1,5534,PPP3R1,-,-,1.0,PPI
1667,DEFA1,1938,EEF2,-,-,1.0,PPI
1667,DEFA1,9394,HS6ST1,-,-,1.0,PPI
1667,DEFA1,10695,CNPY3,-,-,1.0,PPI
1667,DEFA1,84279,PRADC1,-,-,1.0,PPI
23052,ENDOD1,3598,IL13RA2,-,-,1.0,PPI
5568,PRKACG,2021,ENDOG,-,-,1.0,PPI
5568,PRKACG,5577,PRKAR2B,PF00069-PF00027 ; PF00069-PF02197,-,1.0,PPI-DDI
54821,ERCC6L,4893,NRAS,-,-,1.0,PPI
54821,ERCC6L,988,CDC5L,-,-,1.0,PPI
1413,CRYBA4,80125,CCDC33,-,-,1.0,PPI
1413,CRYBA4,22806,IKZF3,-,-,1.0,PPI
1413,CRYBA4,8676,STX11,-,-,1.0,PPI
151112,ZSWIM2,84659,RNASE7,-,-,1.0,PPI
126961,H3C14,55170,PRMT6,-,-,1.0,PPI
126961,H3C14,9739,SETD1A,-,-,1.0,PPI
126961,H3C14,2033,EP300,PF00125-PF08214 ; PF00125-PF00439,-,1.0,PPI-DDI
126961,H3C14,7290,HIRA,PF00125-PF00400,-,1.0,PPI-DDI
126961,H3C14,56254,RNF20,-,-,1.0,PPI
9804,TOMM20,55699,IARS2,-,-,1.0,PPI
9804,TOMM20,5764,PTN,-,-,1.0,PPI
9804,TOMM20,79913,ACTR5,-,-,1.0,PPI
9804,TOMM20,9804,TOMM20,PF02064-PF02064,-,1.0,PPI-DDI
9804,TOMM20,5577,PRKAR2B,-,-,1.0,PPI
9804,TOMM20,390916,NUDT19,-,-,1.0,PPI
9804,TOMM20,8894,EIF2S2,-,-,1.0,PPI
9804,TOMM20,64746,ACBD3,-,-,1.0,PPI
4751,NEK2,1938,EEF2,PF00069-PF00679 ; PF00069-PF00009,-,1.0,PPI-DDI
4751,NEK2,27231,NMRK2,-,-,1.0,PPI
4751,NEK2,10403,NDC80,-,-,1.0,PPI
4751,NEK2,3305,HSPA1L,PF00069-PF00012,-,1.0,PPI-DDI
4751,NEK2,6278,S100A7,-,-,1.0,PPI
4751,NEK2,4751,NEK2,PF00069-PF00069,-,1.0,PPI-DDI
4751,NEK2,114800,CCDC85A,-,-,1.0,PPI
4751,NEK2,5071,PRKN,PF00069-PF00240,-,1.0,PPI-DDI
4751,NEK2,7431,VIM,-,-,1.0,PPI
4751,NEK2,388698,FLG2,-,-,1.0,PPI
84941,HSH2D,403313,PLPP6,-,-,1.0,PPI
84941,HSH2D,11061,CNMD,-,-,1.0,PPI
84941,HSH2D,116362,RBP7,-,-,1.0,PPI
56160,NSMCE3,1869,E2F1,-,-,1.0,PPI
56160,NSMCE3,493861,EID3,-,-,1.0,PPI
56160,NSMCE3,146434,ZNF597,-,-,1.0,PPI
4115,MAGEB4,4102,MAGEA3,-,-,1.0,PPI
4115,MAGEB4,4115,MAGEB4,-,-,1.0,PPI
80789,INTS5,974,CD79B,-,-,1.0,PPI
80789,INTS5,123169,LEO1,-,-,1.0,PPI
80789,INTS5,4887,NPY2R,-,-,1.0,PPI
80789,INTS5,1132,CHRM4,-,-,1.0,PPI
116541,MRPL54,54534,MRPL50,-,-,1.0,PPI
116541,MRPL54,10614,HEXIM1,-,-,1.0,PPI
56623,INPP5E,57460,PPM1H,-,-,1.0,PPI
56623,INPP5E,344558,SH3RF3,-,-,1.0,PPI
56623,INPP5E,57622,LRFN1,-,-,1.0,PPI
2746,GLUD1,2747,GLUD2,PF02812-PF00208 ; PF02812-PF02812 ; PF00208-PF00208 ; PF00208-PF02812,-,1.0,PPI-DDI
2746,GLUD1,26191,PTPN22,-,-,1.0,PPI
57221,ARFGEF3,4887,NPY2R,-,-,1.0,PPI
10163,WASF2,83855,KLF16,-,-,1.0,PPI
10163,WASF2,84984,CEP19,-,-,1.0,PPI
10163,WASF2,8976,WASL,PF02205-PF02205,-,1.0,PPI-DDI
10163,WASF2,89884,LHX4,-,-,1.0,PPI
1101,CHAD,10695,CNPY3,-,-,1.0,PPI
100287171,WASHC1,8411,EEA1,-,-,1.0,PPI
730262,PPIAL4E,644591,PPIAL4G,PF00160-PF00160,-,1.0,PPI-DDI
1718,DHCR24,479,ATP12A,-,-,1.0,PPI
84612,PARD6B,54566,EPB41L4B,PF00595-PF00373,-,1.0,PPI-DDI
84612,PARD6B,55699,IARS2,-,-,1.0,PPI
84612,PARD6B,84078,KBTBD7,-,-,1.0,PPI
84612,PARD6B,5879,RAC1,PF00564-PF00071 ; PF00595-PF00071,-,1.0,PPI-DDI
84612,PARD6B,89890,KBTBD6,-,-,1.0,PPI
3598,IL13RA2,27143,PALD1,-,-,1.0,PPI
3598,IL13RA2,479,ATP12A,-,-,1.0,PPI
3598,IL13RA2,23235,SIK2,-,-,1.0,PPI
3598,IL13RA2,3239,HOXD13,-,-,1.0,PPI
3598,IL13RA2,57622,LRFN1,PF09240-PF00041,-,1.0,PPI-DDI
3598,IL13RA2,29890,RBM15B,-,-,1.0,PPI
3598,IL13RA2,5865,RAB3B,-,-,1.0,PPI
3598,IL13RA2,2683,B4GALT1,-,-,1.0,PPI
919,CD247,867,CBL,PF02189-PF02761 ; PF02189-PF02762 ; PF02189-PF02262,-,1.0,PPI-DDI
919,CD247,10376,TUBA1B,-,-,1.0,PPI
919,CD247,26191,PTPN22,PF02189-PF00102,-,1.0,PPI-DDI
919,CD247,53358,SHC3,PF02189-PF00017,-,1.0,PPI-DDI
23060,ZNF609,6657,SOX2,-,-,1.0,PPI
89,ACTN3,89,ACTN3,PF08726-PF00435 ; PF08726-PF00307 ; PF00435-PF08726 ; PF00435-PF00435 ; PF00435-PF00307 ; PF00307-PF08726 ; PF00307-PF00435 ; PF00307-PF00307,-,1.0,PPI-DDI
89,ACTN3,84665,MYPN,-,-,1.0,PPI
89,ACTN3,4625,MYH7,PF00435-PF00063,-,1.0,PPI-DDI
340359,KLHL38,4893,NRAS,-,-,1.0,PPI
340359,KLHL38,4223,MEOX2,-,-,1.0,PPI
340359,KLHL38,4105,MAGEA6,-,-,1.0,PPI
2563,GABRD,4189,DNAJB9,-,-,1.0,PPI
3352,HTR1D,3351,HTR1B,PF00001-PF00001,-,1.0,PPI-DDI
157773,C8orf48,11007,CCDC85B,-,-,1.0,PPI
154313,CFAP206,154075,SAMD3,-,-,1.0,PPI
154313,CFAP206,154313,CFAP206,-,-,1.0,PPI
154313,CFAP206,11063,SOX30,-,-,1.0,PPI
56924,PAK6,7532,YWHAG,PF00786-PF00244 ; PF00069-PF00244,-,1.0,PPI-DDI
56924,PAK6,5879,RAC1,PF00786-PF00071 ; PF00069-PF00071,-,1.0,PPI-DDI
9882,TBC1D4,154141,MBOAT1,-,-,1.0,PPI
90121,TSR2,221504,ZBTB9,-,-,1.0,PPI
283349,RASSF3,4131,MAP1B,-,-,1.0,PPI
54518,APBB1IP,312,ANXA13,-,-,1.0,PPI
2147,F2,3053,SERPIND1,PF00089-PF00079 ; PF00051-PF00079,-,1.0,PPI-DDI
2147,F2,5054,SERPINE1,PF00089-PF00079 ; PF00051-PF00079,-,1.0,PPI-DDI
2147,F2,7056,THBD,PF00089-PF09064 ; PF00089-PF14670 ; PF00089-PF07645 ; PF00594-PF00059,-,1.0,PPI-DDI
5042,PABPC3,6647,SOD1,-,-,1.0,PPI
5042,PABPC3,23144,ZC3H3,PF00076-PF00642,-,1.0,PPI-DDI
5042,PABPC3,4255,MGMT,-,-,1.0,PPI
5042,PABPC3,5071,PRKN,-,-,1.0,PPI
5042,PABPC3,10614,HEXIM1,-,-,1.0,PPI
28978,TMEM14A,11274,USP18,-,-,1.0,PPI
28978,TMEM14A,56925,LXN,-,-,1.0,PPI
28978,TMEM14A,4543,MTNR1A,-,-,1.0,PPI
9536,PTGES,9536,PTGES,PF01124-PF01124,-,1.0,PPI-DDI
286343,LURAP1L,64127,NOD2,-,-,1.0,PPI
338872,C1QTNF9,10882,C1QL1,PF01391-PF01391 ; PF00386-PF00386,-,1.0,PPI-DDI
55170,PRMT6,84171,LOXL4,-,-,1.0,PPI
55170,PRMT6,8349,H2BC21,-,-,1.0,PPI
55170,PRMT6,127733,UBXN10,-,-,1.0,PPI
55170,PRMT6,6999,TDO2,-,-,1.0,PPI
55170,PRMT6,440093,H3-5,-,-,1.0,PPI
55170,PRMT6,8337,H2AC18,-,-,1.0,PPI
55170,PRMT6,4332,MNDA,-,-,1.0,PPI
55170,PRMT6,1069,CETN2,-,-,1.0,PPI
55170,PRMT6,5191,PEX7,-,-,1.0,PPI
55170,PRMT6,5879,RAC1,-,-,1.0,PPI
55170,PRMT6,10614,HEXIM1,-,-,1.0,PPI
80301,PLEKHO2,56254,RNF20,-,-,1.0,PPI
50489,CD207,55633,TBC1D22B,-,-,1.0,PPI
2788,GNG7,2773,GNAI3,PF00631-PF00503,-,1.0,PPI-DDI
2788,GNG7,26747,NUFIP1,-,-,1.0,PPI
5774,PTPN3,3315,HSPB1,-,-,1.0,PPI
5774,PTPN3,3484,IGFBP1,-,-,1.0,PPI
5774,PTPN3,2810,SFN,-,-,1.0,PPI
5774,PTPN3,7532,YWHAG,-,-,1.0,PPI
5774,PTPN3,5774,PTPN3,PF09380-PF09380 ; PF09380-PF00373 ; PF09380-PF09379 ; PF00102-PF00102 ; PF00102-PF00373 ; PF00102-PF00595 ; PF00373-PF09380 ; PF00373-PF00102 ; PF00373-PF00373 ; PF00373-PF00595 ; PF00373-PF09379 ; PF00595-PF00102 ; PF00595-PF00373 ; PF00595-PF00595 ; PF09379-PF09380 ; PF09379-PF00373 ; PF09379-PF09379,-,1.0,PPI-DDI
5774,PTPN3,57216,VANGL2,-,-,1.0,PPI
64651,CSRNP1,358,AQP1,-,-,1.0,PPI
7475,WNT6,58480,RHOU,-,-,1.0,PPI
8660,IRS2,7532,YWHAG,-,-,1.0,PPI
8660,IRS2,2810,SFN,-,-,1.0,PPI
8660,IRS2,8651,SOCS1,PF00169-PF00017 ; PF02174-PF00017,-,1.0,PPI-DDI
126006,PCP2,6036,RNASE2,-,-,1.0,PPI
126006,PCP2,2773,GNAI3,PF02188-PF00503,-,1.0,PPI-DDI
25932,CLIC4,27258,LSM3,-,-,1.0,PPI
25932,CLIC4,5689,PSMB1,-,-,1.0,PPI
25932,CLIC4,5695,PSMB7,-,-,1.0,PPI
404672,GTF2H5,2073,ERCC5,-,-,1.0,PPI
4131,MAP1B,64795,RMND5A,-,-,1.0,PPI
4131,MAP1B,83987,CCDC8,-,-,1.0,PPI
4131,MAP1B,81631,MAP1LC3B,-,-,1.0,PPI
4131,MAP1B,126393,HSPB6,-,-,1.0,PPI
4131,MAP1B,2810,SFN,-,-,1.0,PPI
4520,MTF1,6130,RPL7A,-,-,1.0,PPI
4520,MTF1,144983,HNRNPA1L2,PF00096-PF00076,-,1.0,PPI-DDI
4520,MTF1,2033,EP300,PF00096-PF00439,-,1.0,PPI-DDI
4520,MTF1,10642,IGF2BP1,PF00096-PF00076,-,1.0,PPI-DDI
4520,MTF1,7431,VIM,-,-,1.0,PPI
4520,MTF1,6142,RPL18A,-,-,1.0,PPI
167127,UGT3A2,2523,FUT1,-,-,1.0,PPI
1990,CELA1,81027,TUBB1,-,-,1.0,PPI
390937,ERFL,192670,AGO4,-,-,1.0,PPI
358,AQP1,85376,RIMBP3,-,-,1.0,PPI
358,AQP1,22806,IKZF3,-,-,1.0,PPI
358,AQP1,123722,FSD2,-,-,1.0,PPI
358,AQP1,11007,CCDC85B,-,-,1.0,PPI
358,AQP1,358,AQP1,PF00230-PF00230,-,1.0,PPI-DDI
2203,FBP1,2203,FBP1,PF00316-PF00316,-,1.0,PPI-DDI
2203,FBP1,56833,SLAMF8,-,-,1.0,PPI
2203,FBP1,5071,PRKN,-,-,1.0,PPI
10981,RAB32,23682,RAB38,PF00071-PF00071,-,1.0,PPI-DDI
10981,RAB32,2925,GRPR,-,-,1.0,PPI
10981,RAB32,221074,SLC39A12,-,-,1.0,PPI
445815,PALM2AKAP2,5577,PRKAR2B,-,-,1.0,PPI
56159,TEX11,57459,GATAD2B,-,-,1.0,PPI
56159,TEX11,55859,BEX1,-,-,1.0,PPI
56159,TEX11,9724,UTP14C,-,-,1.0,PPI
56159,TEX11,158401,SHOC1,-,-,1.0,PPI
56159,TEX11,55165,CEP55,-,-,1.0,PPI
56159,TEX11,894,CCND2,-,-,1.0,PPI
56159,TEX11,55633,TBC1D22B,-,-,1.0,PPI
10017,BCL2L10,10017,BCL2L10,PF00452-PF00452,-,1.0,PPI-DDI
4189,DNAJB9,10562,OLFM4,-,-,1.0,PPI
4189,DNAJB9,10584,COLEC10,-,-,1.0,PPI
4189,DNAJB9,6624,FSCN1,-,-,1.0,PPI
4189,DNAJB9,55754,TMEM30A,-,-,1.0,PPI
6456,SH3GL2,867,CBL,-,-,1.0,PPI
6456,SH3GL2,6456,SH3GL2,PF03114-PF03114 ; PF07653-PF07653,-,1.0,PPI-DDI
6456,SH3GL2,8728,ADAM19,-,-,1.0,PPI
6456,SH3GL2,6455,SH3GL1,PF03114-PF03114 ; PF03114-PF00018 ; PF07653-PF00018,-,1.0,PPI-DDI
6456,SH3GL2,25975,EGFL6,-,-,1.0,PPI
6456,SH3GL2,7123,CLEC3B,-,-,1.0,PPI
1938,EEF2,140801,RPL10L,-,-,1.0,PPI
1938,EEF2,678,ZFP36L2,-,-,1.0,PPI
1938,EEF2,147746,HIPK4,PF00679-PF00069 ; PF00009-PF00069,-,1.0,PPI-DDI
1938,EEF2,6647,SOD1,-,-,1.0,PPI
1938,EEF2,10949,HNRNPA0,-,-,1.0,PPI
1938,EEF2,6193,RPS5,-,-,1.0,PPI
1938,EEF2,6615,SNAI1,-,-,1.0,PPI
1938,EEF2,3872,KRT17,-,-,1.0,PPI
1938,EEF2,11274,USP18,-,-,1.0,PPI
1938,EEF2,6130,RPL7A,-,-,1.0,PPI
1938,EEF2,10614,HEXIM1,-,-,1.0,PPI
1938,EEF2,7295,TXN,-,-,1.0,PPI
1938,EEF2,154,ADRB2,-,-,1.0,PPI
1938,EEF2,2936,GSR,-,-,1.0,PPI
1938,EEF2,2033,EP300,-,-,1.0,PPI
1938,EEF2,79068,FTO,-,-,1.0,PPI
1938,EEF2,29978,UBQLN2,-,-,1.0,PPI
1938,EEF2,1969,EPHA2,-,-,1.0,PPI
150,ADRA2A,6640,SNTA1,PF00001-PF00595,-,1.0,PPI-DDI
150,ADRA2A,150,ADRA2A,PF00001-PF00001,-,1.0,PPI-DDI
6455,SH3GL1,27238,GPKOW,-,-,1.0,PPI
6455,SH3GL1,7431,VIM,-,-,1.0,PPI
6455,SH3GL1,6455,SH3GL1,PF03114-PF03114 ; PF03114-PF00018 ; PF00018-PF03114 ; PF00018-PF00018,-,1.0,PPI-DDI
1812,DRD1,26958,COPG2,-,-,1.0,PPI
1158,CKM,84675,TRIM55,-,-,1.0,PPI
1158,CKM,3316,HSPB2,-,-,1.0,PPI
1158,CKM,29978,UBQLN2,-,-,1.0,PPI
1158,CKM,1969,EPHA2,-,-,1.0,PPI
4352,MPL,8651,SOCS1,PF00041-PF00017,-,1.0,PPI-DDI
7386,UQCRFS1,219,ALDH1B1,-,-,1.0,PPI
7386,UQCRFS1,26227,PHGDH,-,-,1.0,PPI
7386,UQCRFS1,3956,LGALS1,-,-,1.0,PPI
55166,CENPQ,678,ZFP36L2,-,-,1.0,PPI
55166,CENPQ,440686,H3-2,-,-,1.0,PPI
55166,CENPQ,55166,CENPQ,-,-,1.0,PPI
100134938,UPK3BL1,148066,ZNRF4,-,-,1.0,PPI
100134938,UPK3BL1,79865,TREML2,-,-,1.0,PPI
100134938,UPK3BL1,55754,TMEM30A,-,-,1.0,PPI
79983,POF1B,51209,RAB9B,-,-,1.0,PPI
79983,POF1B,3872,KRT17,-,-,1.0,PPI
79983,POF1B,55633,TBC1D22B,-,-,1.0,PPI
57182,ANKRD50,4893,NRAS,PF13637-PF00071 ; PF12796-PF00071,-,1.0,PPI-DDI
55071,C9orf40,165721,DNAJB8,-,-,1.0,PPI
11007,CCDC85B,79666,PLEKHF2,-,-,1.0,PPI
11007,CCDC85B,60493,FASTKD5,-,-,1.0,PPI
11007,CCDC85B,9182,RASSF9,-,-,1.0,PPI
11007,CCDC85B,7718,ZNF165,-,-,1.0,PPI
11007,CCDC85B,80125,CCDC33,-,-,1.0,PPI
11007,CCDC85B,3872,KRT17,-,-,1.0,PPI
11007,CCDC85B,79571,GCC1,-,-,1.0,PPI
3476,IGBP1,3315,HSPB1,-,-,1.0,PPI
3476,IGBP1,26136,TES,-,-,1.0,PPI
3476,IGBP1,261726,TIPRL,-,-,1.0,PPI
3476,IGBP1,4201,MEA1,-,-,1.0,PPI
3476,IGBP1,3956,LGALS1,-,-,1.0,PPI
3476,IGBP1,9296,ATP6V1F,-,-,1.0,PPI
3476,IGBP1,29978,UBQLN2,-,-,1.0,PPI
3476,IGBP1,161424,NOP9,-,-,1.0,PPI
3476,IGBP1,2810,SFN,-,-,1.0,PPI
3476,IGBP1,5879,RAC1,-,-,1.0,PPI
3476,IGBP1,10130,PDIA6,-,-,1.0,PPI
1132,CHRM4,5865,RAB3B,-,-,1.0,PPI
1132,CHRM4,93183,PIGM,-,-,1.0,PPI
1132,CHRM4,1132,CHRM4,PF00001-PF00001,-,1.0,PPI-DDI
429,ASCL1,2033,EP300,PF00010-PF00439,-,1.0,PPI-DDI
429,ASCL1,4543,MTNR1A,-,-,1.0,PPI
10166,SLC25A15,124220,ZG16B,-,-,1.0,PPI
348980,HCN1,10021,HCN4,PF08412-PF00520 ; PF08412-PF00027 ; PF00027-PF08412 ; PF00027-PF00520 ; PF00027-PF00027 ; PF00520-PF08412 ; PF00520-PF00520 ; PF00520-PF00027,-,1.0,PPI-DDI
348980,HCN1,348980,HCN1,PF08412-PF00027 ; PF08412-PF00520 ; PF00027-PF08412 ; PF00027-PF00027 ; PF00027-PF00520 ; PF00520-PF08412 ; PF00520-PF00027 ; PF00520-PF00520,-,1.0,PPI-DDI
348980,HCN1,610,HCN2,PF08412-PF00027 ; PF08412-PF00520 ; PF00027-PF00027 ; PF00027-PF00520 ; PF00027-PF08412 ; PF00520-PF00027 ; PF00520-PF00520 ; PF00520-PF08412,-,1.0,PPI-DDI
4318,MMP9,1282,COL4A1,-,-,1.0,PPI
4318,MMP9,7076,TIMP1,PF00045-PF00965 ; PF00413-PF00965,-,1.0,PPI-DDI
4318,MMP9,6372,CXCL6,-,-,1.0,PPI
4318,MMP9,6374,CXCL5,-,-,1.0,PPI
54566,EPB41L4B,845,CASQ2,-,-,1.0,PPI
54566,EPB41L4B,23071,ERP44,-,-,1.0,PPI
54566,EPB41L4B,8772,FADD,-,-,1.0,PPI
85027,SMIM3,9240,PNMA1,-,-,1.0,PPI
85027,SMIM3,4118,MAL,-,-,1.0,PPI
221504,ZBTB9,4605,MYBL2,-,-,1.0,PPI
221504,ZBTB9,2298,FOXD4,-,-,1.0,PPI
221504,ZBTB9,79797,ZNF408,PF00651-PF00096,-,1.0,PPI-DDI
11187,PKP3,22919,MAPRE1,-,-,1.0,PPI
11187,PKP3,83987,CCDC8,-,-,1.0,PPI
11187,PKP3,6118,RPA2,-,-,1.0,PPI
11187,PKP3,4893,NRAS,PF00514-PF00071,-,1.0,PPI-DDI
11187,PKP3,8200,GDF5,-,-,1.0,PPI
11187,PKP3,1829,DSG2,PF00514-PF00028,-,1.0,PPI-DDI
11187,PKP3,83851,SYT16,-,-,1.0,PPI
11187,PKP3,144811,LACC1,-,-,1.0,PPI
11187,PKP3,2810,SFN,-,-,1.0,PPI
253980,KCTD13,253980,KCTD13,PF02214-PF02214,-,1.0,PPI-DDI
253980,KCTD13,154,ADRB2,-,-,1.0,PPI
253980,KCTD13,3305,HSPA1L,-,-,1.0,PPI
253980,KCTD13,26353,HSPB8,-,-,1.0,PPI
203111,ERICH5,3215,HOXB5,-,-,1.0,PPI
203111,ERICH5,84948,TIGD5,-,-,1.0,PPI
283461,C12orf40,140735,DYNLL2,-,-,1.0,PPI
2120,ETV6,2120,ETV6,PF02198-PF02198 ; PF02198-PF00178 ; PF00178-PF02198 ; PF00178-PF00178,-,1.0,PPI-DDI
2120,ETV6,8651,SOCS1,-,-,1.0,PPI
2120,ETV6,6657,SOX2,-,-,1.0,PPI
2487,FRZB,26298,EHF,-,-,1.0,PPI
2487,FRZB,2001,ELF5,-,-,1.0,PPI
23071,ERP44,51015,ISOC1,-,-,1.0,PPI
23071,ERP44,27153,ZNF777,-,-,1.0,PPI
23071,ERP44,22934,RPIA,-,-,1.0,PPI
3725,JUN,6689,SPIB,-,PF00170-PF00178,0.0,PPI-DDI
3725,JUN,3725,JUN,PF00170-PF00170,-,1.0,PPI-DDI
3725,JUN,1050,CEBPA,PF00170-PF07716,-,1.0,PPI-DDI
3725,JUN,2516,NR5A1,-,-,1.0,PPI
3725,JUN,10928,RALBP1,-,-,1.0,PPI
3725,JUN,10143,CLEC3A,-,-,1.0,PPI
3725,JUN,5449,POU1F1,-,-,1.0,PPI
3725,JUN,2063,NR2F6,-,-,1.0,PPI
3725,JUN,284119,CAVIN1,-,-,1.0,PPI
3725,JUN,3239,HOXD13,-,-,1.0,PPI
3725,JUN,6775,STAT4,-,-,1.0,PPI
3725,JUN,2033,EP300,PF00170-PF00439,-,1.0,PPI-DDI
3725,JUN,6657,SOX2,-,-,1.0,PPI
3725,JUN,1051,CEBPB,PF00170-PF07716,-,1.0,PPI-DDI
3725,JUN,4654,MYOD1,-,-,1.0,PPI
3725,JUN,7290,HIRA,-,-,1.0,PPI
3725,JUN,1053,CEBPE,PF00170-PF07716,-,1.0,PPI-DDI
3725,JUN,253738,EBF3,-,-,1.0,PPI
4068,SH2D1A,89884,LHX4,-,-,1.0,PPI
144811,LACC1,9550,ATP6V1G1,-,-,1.0,PPI
144811,LACC1,51526,OSER1,-,-,1.0,PPI
144811,LACC1,440686,H3-2,-,-,1.0,PPI
144811,LACC1,1164,CKS2,-,-,1.0,PPI
144811,LACC1,5879,RAC1,-,-,1.0,PPI
144811,LACC1,391123,VSIG8,-,-,1.0,PPI
144811,LACC1,57532,NUFIP2,-,-,1.0,PPI
94235,GNG8,643,CXCR5,PF00631-PF00001,-,1.0,PPI-DDI
22875,ENPP4,6657,SOX2,-,-,1.0,PPI
55329,MNS1,55329,MNS1,-,-,1.0,PPI
84952,CGNL1,7532,YWHAG,-,-,1.0,PPI
57462,MYORG,23439,ATP1B4,-,-,1.0,PPI
9739,SETD1A,2033,EP300,PF00076-PF00439,-,1.0,PPI-DDI
9739,SETD1A,9126,SMC3,-,-,1.0,PPI
9739,SETD1A,2810,SFN,-,-,1.0,PPI
2302,FOXJ1,56889,TM9SF3,-,-,1.0,PPI
54442,KCTD5,29978,UBQLN2,-,-,1.0,PPI
54442,KCTD5,6615,SNAI1,-,-,1.0,PPI
54442,KCTD5,54442,KCTD5,PF02214-PF02214,-,1.0,PPI-DDI
54442,KCTD5,5174,PDZK1,PF02214-PF00595,-,1.0,PPI-DDI
54442,KCTD5,6657,SOX2,-,-,1.0,PPI
54442,KCTD5,2033,EP300,-,-,1.0,PPI
84842,HPDL,51204,TACO1,-,-,1.0,PPI
27238,GPKOW,84811,BUD13,-,-,1.0,PPI
27238,GPKOW,54763,ROPN1,-,-,1.0,PPI
83851,SYT16,83851,SYT16,PF00168-PF00168,-,1.0,PPI-DDI
9296,ATP6V1F,7295,TXN,-,-,1.0,PPI
51014,TMED7,55754,TMEM30A,-,-,1.0,PPI
6549,SLC9A2,63928,CHP2,PF16644-PF13499,-,1.0,PPI-DDI
5174,PDZK1,116085,SLC22A12,-,-,1.0,PPI
5071,PRKN,5049,PAFAH1B2,-,-,1.0,PPI
5071,PRKN,24148,PRPF6,-,-,1.0,PPI
5071,PRKN,10383,TUBB4B,-,-,1.0,PPI
5071,PRKN,5879,RAC1,-,-,1.0,PPI
5071,PRKN,23532,PRAME,-,-,1.0,PPI
5071,PRKN,3305,HSPA1L,-,-,1.0,PPI
5071,PRKN,5695,PSMB7,-,-,1.0,PPI
5071,PRKN,9118,INA,-,-,1.0,PPI
5071,PRKN,4223,MEOX2,-,-,1.0,PPI
5071,PRKN,55165,CEP55,-,-,1.0,PPI
5071,PRKN,894,CCND2,-,-,1.0,PPI
5071,PRKN,65108,MARCKSL1,-,-,1.0,PPI
5071,PRKN,343069,HNRNPCL1,-,-,1.0,PPI
5071,PRKN,7431,VIM,-,-,1.0,PPI
5071,PRKN,5689,PSMB1,-,-,1.0,PPI
5071,PRKN,9532,BAG2,-,-,1.0,PPI
5071,PRKN,7283,TUBG1,-,-,1.0,PPI
5071,PRKN,54926,UBE2R2,PF00240-PF00179 ; PF17978-PF00179,-,1.0,PPI-DDI
5071,PRKN,5071,PRKN,PF00240-PF00240 ; PF00240-PF17978 ; PF00240-PF01485 ; PF00240-PF17976 ; PF17978-PF00240 ; PF17978-PF01485 ; PF17978-PF17976 ; PF01485-PF00240 ; PF01485-PF17978 ; PF01485-PF01485 ; PF01485-PF17976 ; PF17976-PF00240 ; PF17976-PF17978 ; PF17976-PF01485 ; PF17976-PF17976,-,1.0,PPI-DDI
5071,PRKN,810,CALML3,-,-,1.0,PPI
5071,PRKN,113457,TUBA3D,-,-,1.0,PPI
5071,PRKN,4082,MARCKS,-,-,1.0,PPI
5071,PRKN,64127,NOD2,PF00240-PF00619,-,1.0,PPI-DDI
5071,PRKN,23208,SYT11,-,-,1.0,PPI
5071,PRKN,7295,TXN,-,-,1.0,PPI
5071,PRKN,81027,TUBB1,-,-,1.0,PPI
5071,PRKN,1114,CHGB,-,-,1.0,PPI
5071,PRKN,10642,IGF2BP1,-,-,1.0,PPI
5071,PRKN,7879,RAB7A,-,-,1.0,PPI
5071,PRKN,6130,RPL7A,-,-,1.0,PPI
5071,PRKN,2861,GPR37,-,-,1.0,PPI
5071,PRKN,1746,DLX2,-,-,1.0,PPI
5071,PRKN,9319,TRIP13,PF00240-PF00004,-,1.0,PPI-DDI
5071,PRKN,10130,PDIA6,-,-,1.0,PPI
144195,SLC2A14,3043,HBB,-,-,1.0,PPI
92421,CHMP4C,92421,CHMP4C,PF03357-PF03357,-,1.0,PPI-DDI
92421,CHMP4C,128866,CHMP4B,PF03357-PF03357,-,1.0,PPI-DDI
9466,IL27RA,2683,B4GALT1,-,-,1.0,PPI
282808,RAB40AL,391123,VSIG8,PF00071-PF07686,-,1.0,PPI-DDI
2304,FOXE1,403341,ZBTB34,PF00250-PF00096,-,1.0,PPI-DDI
2304,FOXE1,3239,HOXD13,PF00250-PF00046,-,1.0,PPI-DDI
