Protein 1,Protein 1 name,Protein 2,Protein 2 name,Retained DDIs,Lost DDIs,Score,Source of the interaction
84171,LOXL4,55170,PRMT6,-,-,1.0,PPI
404281,YY2,6015,RING1,-,-,1.0,PPI
3598,IL13RA2,8744,TNFSF9,-,-,1.0,PPI
3598,IL13RA2,27143,PALD1,-,-,1.0,PPI
3598,IL13RA2,9334,B4GALT5,-,-,1.0,PPI
3598,IL13RA2,5865,RAB3B,-,-,1.0,PPI
3598,IL13RA2,57622,LRFN1,PF09240-PF00041,-,1.0,PPI-DDI
3598,IL13RA2,3239,HOXD13,-,-,1.0,PPI
3598,IL13RA2,23235,SIK2,-,-,1.0,PPI
3598,IL13RA2,479,ATP12A,-,-,1.0,PPI
3598,IL13RA2,29890,RBM15B,-,-,1.0,PPI
3598,IL13RA2,2683,B4GALT1,-,-,1.0,PPI
3598,IL13RA2,23052,ENDOD1,-,-,1.0,PPI
3351,HTR1B,3352,HTR1D,PF00001-PF00001,-,1.0,PPI-DDI
10773,ZBTB6,10773,ZBTB6,PF00096-PF00096 ; PF00096-PF00651 ; PF00651-PF00096 ; PF00651-PF00651,-,1.0,PPI-DDI
10773,ZBTB6,57684,ZBTB26,PF00096-PF00096 ; PF00096-PF00651 ; PF00651-PF00096 ; PF00651-PF00651,-,1.0,PPI-DDI
10882,C1QL1,1670,DEFA5,-,-,1.0,PPI
10882,C1QL1,338872,C1QTNF9,PF00386-PF00386 ; PF01391-PF01391,-,1.0,PPI-DDI
10882,C1QL1,154197,PNLDC1,-,-,1.0,PPI
10882,C1QL1,140689,CBLN4,PF00386-PF00386,-,1.0,PPI-DDI
10882,C1QL1,1300,COL10A1,PF00386-PF00386 ; PF01391-PF01391,-,1.0,PPI-DDI
610,HCN2,348980,HCN1,PF00027-PF08412 ; PF00027-PF00027 ; PF00027-PF00520 ; PF00520-PF08412 ; PF00520-PF00027 ; PF00520-PF00520 ; PF08412-PF00027 ; PF08412-PF00520,-,1.0,PPI-DDI
610,HCN2,610,HCN2,PF00027-PF00027 ; PF00027-PF00520 ; PF00027-PF08412 ; PF00520-PF00027 ; PF00520-PF00520 ; PF00520-PF08412 ; PF08412-PF00027 ; PF08412-PF00520,-,1.0,PPI-DDI
610,HCN2,10021,HCN4,PF00027-PF08412 ; PF00027-PF00520 ; PF00027-PF00027 ; PF00520-PF08412 ; PF00520-PF00520 ; PF00520-PF00027 ; PF08412-PF00520 ; PF08412-PF00027,-,1.0,PPI-DDI
10763,NES,4656,MYOG,-,-,1.0,PPI
10763,NES,84319,CMSS1,-,-,1.0,PPI
10763,NES,9136,RRP9,-,-,1.0,PPI
10763,NES,7431,VIM,PF00038-PF00038,-,1.0,PPI-DDI
6367,CCL22,164832,LONRF2,-,-,1.0,PPI
6367,CCL22,22928,SEPHS2,-,-,1.0,PPI
6367,CCL22,54915,YTHDF1,-,-,1.0,PPI
3764,KCNJ8,23439,ATP1B4,-,-,1.0,PPI
3764,KCNJ8,8577,TMEFF1,-,-,1.0,PPI
137209,ZNF572,80125,CCDC33,-,-,1.0,PPI
137209,ZNF572,4223,MEOX2,PF00096-PF00046,-,1.0,PPI-DDI
137209,ZNF572,123722,FSD2,-,-,1.0,PPI
137209,ZNF572,147700,KLC3,-,-,1.0,PPI
2776,GNAQ,286530,P2RY8,PF00503-PF00001,-,1.0,PPI-DDI
2776,GNAQ,3215,HOXB5,-,-,1.0,PPI
2776,GNAQ,84948,TIGD5,-,-,1.0,PPI
2776,GNAQ,6004,RGS16,PF00503-PF00615,-,1.0,PPI-DDI
2776,GNAQ,29978,UBQLN2,PF00503-PF00240,-,1.0,PPI-DDI
2776,GNAQ,64407,RGS18,PF00503-PF00615,-,1.0,PPI-DDI
2776,GNAQ,2149,F2R,PF00503-PF00001,-,1.0,PPI-DDI
2776,GNAQ,2785,GNG3,PF00503-PF00631,-,1.0,PPI-DDI
2776,GNAQ,1230,CCR1,PF00503-PF00001,-,1.0,PPI-DDI
51639,SF3B6,84675,TRIM55,-,-,1.0,PPI
51639,SF3B6,10614,HEXIM1,-,-,1.0,PPI
51639,SF3B6,83443,SF3B5,-,-,1.0,PPI
51639,SF3B6,7150,TOP1,-,-,1.0,PPI
51639,SF3B6,988,CDC5L,-,-,1.0,PPI
51639,SF3B6,6280,S100A9,-,-,1.0,PPI
56160,NSMCE3,493861,EID3,-,-,1.0,PPI
56160,NSMCE3,1869,E2F1,-,-,1.0,PPI
56160,NSMCE3,146434,ZNF597,-,-,1.0,PPI
5496,PPM1G,8339,H2BC8,-,-,1.0,PPI
5496,PPM1G,388228,SBK1,PF00481-PF00069,-,1.0,PPI-DDI
5496,PPM1G,85236,H2BC12,-,-,1.0,PPI
5496,PPM1G,8338,H2AC20,-,-,1.0,PPI
5496,PPM1G,3680,ITGA9,-,-,1.0,PPI
54518,APBB1IP,312,ANXA13,-,-,1.0,PPI
63928,CHP2,6549,SLC9A2,PF13499-PF16644,-,1.0,PPI-DDI
63928,CHP2,389015,SLC9A4,PF13499-PF16644,-,1.0,PPI-DDI
85236,H2BC12,7290,HIRA,PF00125-PF00400,-,1.0,PPI-DDI
85236,H2BC12,26136,TES,-,-,1.0,PPI
85236,H2BC12,10614,HEXIM1,-,-,1.0,PPI
22853,LMTK2,22853,LMTK2,PF07714-PF07714,-,1.0,PPI-DDI
22853,LMTK2,9107,MTMR6,-,-,1.0,PPI
7283,TUBG1,8471,AL035425.3,-,-,1.0,PPI
7283,TUBG1,64216,TFB2M,-,-,1.0,PPI
7283,TUBG1,6657,SOX2,-,-,1.0,PPI
7283,TUBG1,5071,PRKN,-,-,1.0,PPI
7283,TUBG1,988,CDC5L,-,-,1.0,PPI
7283,TUBG1,81537,SGPP1,-,-,1.0,PPI
7283,TUBG1,60493,FASTKD5,-,-,1.0,PPI
7283,TUBG1,140801,RPL10L,-,-,1.0,PPI
7283,TUBG1,2312,FLG,-,-,1.0,PPI
7283,TUBG1,6142,RPL18A,-,-,1.0,PPI
7283,TUBG1,83987,CCDC8,-,-,1.0,PPI
7283,TUBG1,7283,TUBG1,PF03953-PF03953 ; PF03953-PF00091 ; PF00091-PF03953 ; PF00091-PF00091,-,1.0,PPI-DDI
7283,TUBG1,8651,SOCS1,-,-,1.0,PPI
7283,TUBG1,3305,HSPA1L,-,-,1.0,PPI
133121,ENPP6,54101,RIPK4,-,-,1.0,PPI
133121,ENPP6,56851,EMC7,-,-,1.0,PPI
2056,EPO,2033,EP300,-,-,1.0,PPI
2056,EPO,116254,GINM1,-,-,1.0,PPI
4838,NODAL,93,ACVR2B,PF00019-PF00069 ; PF00019-PF01064,-,1.0,PPI-DDI
23633,KPNA6,1027,CDKN1B,-,-,1.0,PPI
23633,KPNA6,5879,RAC1,PF16186-PF00071 ; PF00514-PF00071,-,1.0,PPI-DDI
23633,KPNA6,83903,HASPIN,-,-,1.0,PPI
23633,KPNA6,128866,CHMP4B,-,-,1.0,PPI
23633,KPNA6,2304,FOXE1,-,-,1.0,PPI
23633,KPNA6,22803,XRN2,-,-,1.0,PPI
23633,KPNA6,3552,IL1A,-,-,1.0,PPI
7475,WNT6,58480,RHOU,-,-,1.0,PPI
6528,SLC5A5,391123,VSIG8,-,-,1.0,PPI
6528,SLC5A5,6528,SLC5A5,PF00474-PF00474,-,1.0,PPI-DDI
27293,SMPDL3B,3215,HOXB5,-,-,1.0,PPI
27293,SMPDL3B,83987,CCDC8,-,-,1.0,PPI
2811,GP1BA,2814,GP5,PF13855-PF13855 ; PF01462-PF13855,-,1.0,PPI-DDI
2811,GP1BA,2815,GP9,PF13855-PF13855 ; PF13855-PF01462 ; PF01462-PF13855 ; PF01462-PF01462,-,1.0,PPI-DDI
3305,HSPA1L,3310,HSPA6,PF00012-PF00012,-,1.0,PPI-DDI
3305,HSPA1L,51495,HACD3,-,-,1.0,PPI
3305,HSPA1L,4713,NDUFB7,-,-,1.0,PPI
3305,HSPA1L,4751,NEK2,PF00012-PF00069,-,1.0,PPI-DDI
3305,HSPA1L,29978,UBQLN2,-,-,1.0,PPI
3305,HSPA1L,5071,PRKN,-,-,1.0,PPI
3305,HSPA1L,10614,HEXIM1,-,-,1.0,PPI
3305,HSPA1L,253980,KCTD13,-,-,1.0,PPI
3305,HSPA1L,867,CBL,-,-,1.0,PPI
3305,HSPA1L,988,CDC5L,-,-,1.0,PPI
256302,NATD1,22806,IKZF3,-,-,1.0,PPI
8900,CCNA1,5071,PRKN,-,-,1.0,PPI
8900,CCNA1,1027,CDKN1B,PF00134-PF02234,-,1.0,PPI-DDI
8900,CCNA1,4605,MYBL2,-,-,1.0,PPI
8900,CCNA1,5241,PGR,-,-,1.0,PPI
8900,CCNA1,1164,CKS2,PF02984-PF01111 ; PF00134-PF01111,-,1.0,PPI-DDI
8900,CCNA1,1869,E2F1,PF02984-PF02319 ; PF00134-PF02319,-,1.0,PPI-DDI
25932,CLIC4,27258,LSM3,-,-,1.0,PPI
25932,CLIC4,3188,HNRNPH2,-,-,1.0,PPI
25932,CLIC4,5689,PSMB1,-,-,1.0,PPI
25932,CLIC4,54102,CLIC6,PF13410-PF13410,-,1.0,PPI-DDI
140689,CBLN4,6615,SNAI1,-,-,1.0,PPI
25929,GEMIN5,7295,TXN,-,-,1.0,PPI
25929,GEMIN5,8337,H2AC18,PF00400-PF00125,-,1.0,PPI-DDI
25929,GEMIN5,678,ZFP36L2,PF00400-PF00642,-,1.0,PPI-DDI
25929,GEMIN5,134353,LSM11,-,-,1.0,PPI
25929,GEMIN5,6118,RPA2,-,-,1.0,PPI
25929,GEMIN5,4217,MAP3K5,PF00400-PF00069,-,1.0,PPI-DDI
56925,LXN,28978,TMEM14A,-,-,1.0,PPI
22806,IKZF3,149371,EXOC8,-,-,1.0,PPI
22806,IKZF3,9533,POLR1C,-,-,1.0,PPI
22806,IKZF3,22806,IKZF3,-,PF00096-PF00096,0.0,PPI-DDI
22806,IKZF3,57459,GATAD2B,-,-,1.0,PPI
22806,IKZF3,26051,PPP1R16B,-,-,1.0,PPI
22806,IKZF3,8676,STX11,-,-,1.0,PPI
22806,IKZF3,51142,CHCHD2,-,-,1.0,PPI
22806,IKZF3,358,AQP1,-,-,1.0,PPI
22806,IKZF3,1413,CRYBA4,-,-,1.0,PPI
1718,DHCR24,479,ATP12A,-,-,1.0,PPI
5764,PTN,9804,TOMM20,-,-,1.0,PPI
5764,PTN,266812,NAP1L5,-,-,1.0,PPI
5764,PTN,65080,MRPL44,-,-,1.0,PPI
5764,PTN,5764,PTN,PF05196-PF01091 ; PF01091-PF05196,-,1.0,PPI-DDI
5764,PTN,54810,GIPC2,-,-,1.0,PPI
5764,PTN,57050,UTP3,-,-,1.0,PPI
7411,VBP1,29978,UBQLN2,-,-,1.0,PPI
7411,VBP1,9240,PNMA1,-,-,1.0,PPI
7411,VBP1,81572,PDRG1,PF02996-PF01920,-,1.0,PPI-DDI
7411,VBP1,112714,TUBA3E,PF02996-PF00091,-,1.0,PPI-DDI
7805,LAPTM5,26508,HEYL,-,-,1.0,PPI
6455,SH3GL1,27238,GPKOW,-,-,1.0,PPI
6455,SH3GL1,6455,SH3GL1,PF03114-PF03114 ; PF03114-PF00018 ; PF00018-PF03114 ; PF00018-PF00018,-,1.0,PPI-DDI
6455,SH3GL1,7431,VIM,-,-,1.0,PPI
654,BMP6,93,ACVR2B,PF00019-PF00069 ; PF00019-PF01064,-,1.0,PPI-DDI
27231,NMRK2,4751,NEK2,-,-,1.0,PPI
9370,ADIPOQ,9370,ADIPOQ,PF01391-PF01391 ; PF00386-PF00386,-,1.0,PPI-DDI
55071,C9orf40,165721,DNAJB8,-,-,1.0,PPI
11061,CNMD,84941,HSH2D,-,-,1.0,PPI
728689,EIF3CL,6193,RPS5,-,-,1.0,PPI
79853,TM4SF20,79188,TMEM43,-,-,1.0,PPI
79853,TM4SF20,116151,FAM210B,-,-,1.0,PPI
90480,GADD45GIP1,8353,H3C6,-,-,1.0,PPI
90480,GADD45GIP1,64928,MRPL14,-,-,1.0,PPI
90480,GADD45GIP1,54534,MRPL50,-,-,1.0,PPI
90480,GADD45GIP1,2300,FOXL1,-,-,1.0,PPI
90480,GADD45GIP1,83987,CCDC8,-,-,1.0,PPI
121391,KRT74,10614,HEXIM1,-,-,1.0,PPI
10248,POP7,84078,KBTBD7,-,-,1.0,PPI
1114,CHGB,5071,PRKN,-,-,1.0,PPI
1114,CHGB,7280,TUBB2A,-,-,1.0,PPI
138474,TAF1L,6877,TAF5,PF00439-PF00400,-,1.0,PPI-DDI
138474,TAF1L,51616,TAF9B,PF00439-PF02291,-,1.0,PPI-DDI
83483,PLVAP,114885,OSBPL11,-,-,1.0,PPI
54936,ADPRHL2,3315,HSPB1,-,-,1.0,PPI
9934,P2RY14,479,ATP12A,-,-,1.0,PPI
79669,C3orf52,974,CD79B,-,-,1.0,PPI
19,ABCA1,8772,FADD,-,-,1.0,PPI
5534,PPP3R1,346689,KLRG2,-,-,1.0,PPI
5534,PPP3R1,55133,SRBD1,-,-,1.0,PPI
5534,PPP3R1,1667,DEFA1,-,-,1.0,PPI
5534,PPP3R1,4625,MYH7,PF13499-PF02736 ; PF13499-PF00063,-,1.0,PPI-DDI
5534,PPP3R1,4674,NAP1L2,-,-,1.0,PPI
160287,LDHAL6A,6647,SOD1,-,-,1.0,PPI
378884,NHLRC1,378884,NHLRC1,-,-,1.0,PPI
5940,RBMY1F,27350,APOBEC3C,-,-,1.0,PPI
5940,RBMY1F,5940,RBMY1F,-,-,1.0,PPI
78988,MRPL57,55794,DDX28,-,-,1.0,PPI
78988,MRPL57,54534,MRPL50,-,-,1.0,PPI
78988,MRPL57,84078,KBTBD7,-,-,1.0,PPI
78988,MRPL57,123169,LEO1,-,-,1.0,PPI
1282,COL4A1,1282,COL4A1,PF01413-PF01413 ; PF01391-PF01391,-,1.0,PPI-DDI
1282,COL4A1,4318,MMP9,-,-,1.0,PPI
5896,RAG1,8338,H2AC20,PF00097-PF00125,-,1.0,PPI-DDI
5896,RAG1,8349,H2BC21,PF00097-PF00125,-,1.0,PPI-DDI
5896,RAG1,5896,RAG1,PF10426-PF12560 ; PF00097-PF00097 ; PF00097-PF12560 ; PF12940-PF12940 ; PF12560-PF10426 ; PF12560-PF00097,-,1.0,PPI-DDI
6372,CXCL6,4318,MMP9,-,-,1.0,PPI
5375,PMP2,6647,SOD1,-,-,1.0,PPI
11165,NUDT3,1937,EEF1G,-,-,1.0,PPI
11165,NUDT3,3301,DNAJA1,-,-,1.0,PPI
11165,NUDT3,11063,SOX30,-,-,1.0,PPI
80139,ZNF703,84948,TIGD5,-,-,1.0,PPI
80139,ZNF703,344387,CDKL4,-,-,1.0,PPI
4189,DNAJB9,2563,GABRD,-,-,1.0,PPI
4189,DNAJB9,10562,OLFM4,-,-,1.0,PPI
4189,DNAJB9,55754,TMEM30A,-,-,1.0,PPI
4189,DNAJB9,196472,FAM71C,-,-,1.0,PPI
4189,DNAJB9,10584,COLEC10,-,-,1.0,PPI
4189,DNAJB9,6624,FSCN1,-,-,1.0,PPI
10116,FEM1B,347517,RAB41,PF00023-PF00071 ; PF12796-PF00071,-,1.0,PPI-DDI
10116,FEM1B,4824,NKX3-1,-,-,1.0,PPI
10116,FEM1B,89780,WNT3A,-,-,1.0,PPI
10116,FEM1B,219,ALDH1B1,-,-,1.0,PPI
10116,FEM1B,89853,MVB12B,-,-,1.0,PPI
2961,GTF2E2,2961,GTF2E2,PF02186-PF18121 ; PF18121-PF02186,-,1.0,PPI-DDI
2961,GTF2E2,3725,JUN,-,-,1.0,PPI
2961,GTF2E2,7150,TOP1,-,-,1.0,PPI
2961,GTF2E2,55631,LRRC40,-,-,1.0,PPI
2961,GTF2E2,1937,EEF1G,-,-,1.0,PPI
2961,GTF2E2,10953,TOMM34,-,-,1.0,PPI
2961,GTF2E2,11339,OIP5,-,-,1.0,PPI
2961,GTF2E2,56254,RNF20,-,-,1.0,PPI
64795,RMND5A,4223,MEOX2,-,-,1.0,PPI
64795,RMND5A,84948,TIGD5,-,-,1.0,PPI
64795,RMND5A,25797,QPCT,-,-,1.0,PPI
64795,RMND5A,64795,RMND5A,PF13445-PF13445,-,1.0,PPI-DDI
64795,RMND5A,6423,SFRP2,-,-,1.0,PPI
64795,RMND5A,79814,AGMAT,-,-,1.0,PPI
64795,RMND5A,11044,TENT4A,-,-,1.0,PPI
64795,RMND5A,80258,EFHC2,-,-,1.0,PPI
64795,RMND5A,4131,MAP1B,-,-,1.0,PPI
64795,RMND5A,6657,SOX2,-,-,1.0,PPI
64795,RMND5A,8471,AL035425.3,-,-,1.0,PPI
26051,PPP1R16B,55165,CEP55,-,-,1.0,PPI
26051,PPP1R16B,388697,HRNR,-,-,1.0,PPI
55859,BEX1,56159,TEX11,-,-,1.0,PPI
404672,GTF2H5,2073,ERCC5,-,-,1.0,PPI
51554,ACKR4,6366,CCL21,PF00001-PF00048,-,1.0,PPI-DDI
51554,ACKR4,10563,CXCL13,PF00001-PF00048,-,1.0,PPI-DDI
51554,ACKR4,6370,CCL25,PF00001-PF00048,-,1.0,PPI-DDI
51554,ACKR4,6363,CCL19,PF00001-PF00048,-,1.0,PPI-DDI
7476,WNT7A,23753,SDF2L1,-,-,1.0,PPI
253738,EBF3,3725,JUN,-,-,1.0,PPI
4594,MMUT,4594,MMUT,PF01642-PF01642 ; PF01642-PF02310 ; PF02310-PF01642 ; PF02310-PF02310,-,1.0,PPI-DDI
343069,HNRNPCL1,6118,RPA2,-,-,1.0,PPI
343069,HNRNPCL1,5071,PRKN,-,-,1.0,PPI
343069,HNRNPCL1,10614,HEXIM1,-,-,1.0,PPI
79797,ZNF408,22928,SEPHS2,-,-,1.0,PPI
79797,ZNF408,221504,ZBTB9,PF00096-PF00651,-,1.0,PPI-DDI
79797,ZNF408,79797,ZNF408,PF00096-PF00096,-,1.0,PPI-DDI
79797,ZNF408,23532,PRAME,-,-,1.0,PPI
79797,ZNF408,9778,KIAA0232,-,-,1.0,PPI
79797,ZNF408,3202,HOXA5,PF00096-PF00046,-,1.0,PPI-DDI
133746,JMY,2033,EP300,-,-,1.0,PPI
846,CASR,846,CASR,PF00003-PF00003 ; PF00003-PF07562 ; PF07562-PF00003 ; PF07562-PF07562 ; PF07562-PF01094 ; PF01094-PF07562 ; PF01094-PF01094,-,1.0,PPI-DDI
846,CASR,5582,PRKCG,PF01094-PF00069,-,1.0,PPI-DDI
51204,TACO1,2298,FOXD4,-,-,1.0,PPI
3945,LDHB,81876,RAB1B,-,-,1.0,PPI
3945,LDHB,2773,GNAI3,-,-,1.0,PPI
3945,LDHB,5049,PAFAH1B2,-,-,1.0,PPI
3945,LDHB,140838,NANP,-,-,1.0,PPI
3945,LDHB,7532,YWHAG,-,-,1.0,PPI
3945,LDHB,10614,HEXIM1,-,-,1.0,PPI
3945,LDHB,1164,CKS2,-,-,1.0,PPI
3945,LDHB,445,ASS1,-,-,1.0,PPI
3945,LDHB,3181,HNRNPA2B1,-,-,1.0,PPI
3945,LDHB,6647,SOD1,-,-,1.0,PPI
3945,LDHB,678,ZFP36L2,-,-,1.0,PPI
3945,LDHB,3945,LDHB,PF00056-PF00056 ; PF00056-PF02866 ; PF02866-PF00056 ; PF02866-PF02866,-,1.0,PPI-DDI
3945,LDHB,29978,UBQLN2,-,-,1.0,PPI
3945,LDHB,3301,DNAJA1,-,-,1.0,PPI
3945,LDHB,219,ALDH1B1,-,-,1.0,PPI
3945,LDHB,79068,FTO,-,-,1.0,PPI
3945,LDHB,26227,PHGDH,-,-,1.0,PPI
3945,LDHB,6615,SNAI1,-,-,1.0,PPI
23529,CLCF1,3872,KRT17,-,-,1.0,PPI
91947,ARRDC4,154,ADRB2,PF00339-PF00001 ; PF02752-PF00001,-,1.0,PPI-DDI
91947,ARRDC4,554,AVPR2,PF00339-PF00001 ; PF02752-PF00001,-,1.0,PPI-DDI
54106,TLR9,3310,HSPA6,-,-,1.0,PPI
54106,TLR9,27143,PALD1,-,-,1.0,PPI
80124,VCPIP1,8431,NR0B2,-,-,1.0,PPI
80124,VCPIP1,6491,STIL,-,-,1.0,PPI
80124,VCPIP1,117245,PLAAT5,-,-,1.0,PPI
5054,SERPINE1,5689,PSMB1,-,-,1.0,PPI
5054,SERPINE1,2147,F2,PF00079-PF00089 ; PF00079-PF00051,-,1.0,PPI-DDI
5054,SERPINE1,5054,SERPINE1,PF00079-PF00079,-,1.0,PPI-DDI
5054,SERPINE1,3488,IGFBP5,-,-,1.0,PPI
113457,TUBA3D,5071,PRKN,-,-,1.0,PPI
64215,DNAJC1,4893,NRAS,-,-,1.0,PPI
284119,CAVIN1,151963,MB21D2,-,-,1.0,PPI
284119,CAVIN1,57215,THAP11,-,-,1.0,PPI
284119,CAVIN1,7286,TUFT1,-,-,1.0,PPI
284119,CAVIN1,3725,JUN,-,-,1.0,PPI
284119,CAVIN1,7879,RAB7A,-,-,1.0,PPI
284119,CAVIN1,90441,ZNF622,-,-,1.0,PPI
284119,CAVIN1,9329,GTF3C4,-,-,1.0,PPI
284119,CAVIN1,80311,KLHL15,-,-,1.0,PPI
284119,CAVIN1,93380,MMGT1,-,-,1.0,PPI
284119,CAVIN1,11339,OIP5,-,-,1.0,PPI
284119,CAVIN1,154141,MBOAT1,-,-,1.0,PPI
6657,SOX2,7280,TUBB2A,-,-,1.0,PPI
6657,SOX2,114885,OSBPL11,-,-,1.0,PPI
6657,SOX2,123169,LEO1,-,-,1.0,PPI
6657,SOX2,11215,AKAP11,-,-,1.0,PPI
6657,SOX2,11166,SOX21,PF00505-PF00505,-,1.0,PPI-DDI
6657,SOX2,27258,LSM3,-,-,1.0,PPI
6657,SOX2,3301,DNAJA1,-,-,1.0,PPI
6657,SOX2,5577,PRKAR2B,-,-,1.0,PPI
6657,SOX2,3725,JUN,-,-,1.0,PPI
6657,SOX2,1044,CDX1,-,-,1.0,PPI
6657,SOX2,6657,SOX2,PF00505-PF00505,-,1.0,PPI-DDI
6657,SOX2,9126,SMC3,-,-,1.0,PPI
6657,SOX2,3315,HSPB1,-,-,1.0,PPI
6657,SOX2,23060,ZNF609,-,-,1.0,PPI
6657,SOX2,246184,CDC26,-,-,1.0,PPI
6657,SOX2,54442,KCTD5,-,-,1.0,PPI
6657,SOX2,2033,EP300,-,-,1.0,PPI
6657,SOX2,22875,ENPP4,-,-,1.0,PPI
6657,SOX2,6668,SP2,-,-,1.0,PPI
6657,SOX2,26145,IRF2BP1,-,-,1.0,PPI
6657,SOX2,2120,ETV6,-,-,1.0,PPI
6657,SOX2,57459,GATAD2B,-,-,1.0,PPI
6657,SOX2,126208,ZNF787,-,-,1.0,PPI
6657,SOX2,3202,HOXA5,-,-,1.0,PPI
26227,PHGDH,84675,TRIM55,-,-,1.0,PPI
26227,PHGDH,10614,HEXIM1,-,-,1.0,PPI
26227,PHGDH,445,ASS1,-,-,1.0,PPI
26227,PHGDH,6615,SNAI1,PF00389-PF00096 ; PF02826-PF00096,-,1.0,PPI-DDI
26227,PHGDH,114990,VASN,-,-,1.0,PPI
26227,PHGDH,7386,UQCRFS1,-,-,1.0,PPI
26227,PHGDH,29978,UBQLN2,-,-,1.0,PPI
26227,PHGDH,83987,CCDC8,-,-,1.0,PPI
26227,PHGDH,988,CDC5L,-,-,1.0,PPI
79813,EHMT1,83903,HASPIN,-,-,1.0,PPI
79813,EHMT1,79813,EHMT1,-,PF13637-PF13637 ; PF13637-PF12796 ; PF05033-PF05033 ; PF05033-PF00856 ; PF12796-PF13637 ; PF12796-PF12796 ; PF00856-PF05033 ; PF00856-PF00856,0.0,PPI-DDI
9126,SMC3,9739,SETD1A,-,-,1.0,PPI
9126,SMC3,2300,FOXL1,-,-,1.0,PPI
9126,SMC3,9329,GTF3C4,-,-,1.0,PPI
9126,SMC3,6118,RPA2,-,-,1.0,PPI
9126,SMC3,54101,RIPK4,PF02463-PF00069,-,1.0,PPI-DDI
9126,SMC3,8353,H3C6,-,-,1.0,PPI
9126,SMC3,27127,SMC1B,PF06470-PF02463 ; PF06470-PF06470 ; PF02463-PF02463 ; PF02463-PF06470,-,1.0,PPI-DDI
9126,SMC3,83987,CCDC8,-,-,1.0,PPI
9126,SMC3,128866,CHMP4B,-,-,1.0,PPI
9126,SMC3,2290,FOXG1,-,-,1.0,PPI
9126,SMC3,988,CDC5L,-,-,1.0,PPI
3832,KIF11,26353,HSPB8,-,-,1.0,PPI
3832,KIF11,3832,KIF11,PF00225-PF00225,-,1.0,PPI-DDI
3832,KIF11,54145,H2BS1,-,-,1.0,PPI
3832,KIF11,205327,C2orf69,-,-,1.0,PPI
3832,KIF11,55361,PI4K2A,-,-,1.0,PPI
3832,KIF11,1069,CETN2,-,-,1.0,PPI
3832,KIF11,29978,UBQLN2,-,-,1.0,PPI
3832,KIF11,988,CDC5L,-,-,1.0,PPI
3832,KIF11,56254,RNF20,-,-,1.0,PPI
3832,KIF11,54785,BORCS6,-,-,1.0,PPI
3832,KIF11,6615,SNAI1,-,-,1.0,PPI
570,BAAT,100132565,GOLGA8F,-,-,1.0,PPI
1836,SLC26A2,120939,TMEM52B,-,-,1.0,PPI
2978,GUCA1A,3315,HSPB1,-,-,1.0,PPI
11339,OIP5,57215,THAP11,-,-,1.0,PPI
11339,OIP5,79571,GCC1,-,-,1.0,PPI
11339,OIP5,11339,OIP5,PF03226-PF03226,-,1.0,PPI-DDI
11339,OIP5,2302,FOXJ1,-,-,1.0,PPI
11339,OIP5,3725,JUN,-,-,1.0,PPI
11339,OIP5,7286,TUFT1,-,-,1.0,PPI
5305,PIP4K2A,10929,SRSF8,-,-,1.0,PPI
1869,E2F1,2033,EP300,-,-,1.0,PPI
1869,E2F1,1053,CEBPE,-,-,1.0,PPI
1869,E2F1,7290,HIRA,-,-,1.0,PPI
1869,E2F1,1052,CEBPD,-,-,1.0,PPI
1869,E2F1,6015,RING1,-,-,1.0,PPI
1869,E2F1,1869,E2F1,PF02319-PF02319,-,1.0,PPI-DDI
1869,E2F1,4605,MYBL2,-,-,1.0,PPI
1869,E2F1,1870,E2F2,PF02319-PF02319,-,1.0,PPI-DDI
1869,E2F1,6668,SP2,-,-,1.0,PPI
3001,GZMA,8349,H2BC21,-,-,1.0,PPI
3001,GZMA,3001,GZMA,PF00089-PF00089,-,1.0,PPI-DDI
1051,CEBPB,2033,EP300,-,-,1.0,PPI
1051,CEBPB,1051,CEBPB,PF07716-PF07716,-,1.0,PPI-DDI
1051,CEBPB,3725,JUN,PF07716-PF00170,-,1.0,PPI-DDI
1051,CEBPB,1052,CEBPD,PF07716-PF07716,-,1.0,PPI-DDI
1051,CEBPB,1050,CEBPA,PF07716-PF07716,-,1.0,PPI-DDI
3122,HLA-DRA,2042,EPHA3,-,-,1.0,PPI
6018,RLF,8339,H2BC8,PF00096-PF00125,-,1.0,PPI-DDI
90121,TSR2,221504,ZBTB9,-,-,1.0,PPI
23333,DPY19L1,974,CD79B,-,-,1.0,PPI
3578,IL9,6640,SNTA1,-,-,1.0,PPI
80125,CCDC33,9533,POLR1C,-,-,1.0,PPI
80125,CCDC33,8676,STX11,-,PF00168-PF00804,0.0,PPI-DDI
80125,CCDC33,7286,TUFT1,-,-,1.0,PPI
80125,CCDC33,25788,RAD54B,-,-,1.0,PPI
80125,CCDC33,11007,CCDC85B,-,-,1.0,PPI
80125,CCDC33,1413,CRYBA4,-,-,1.0,PPI
80125,CCDC33,5733,PTGER3,-,-,1.0,PPI
80125,CCDC33,9240,PNMA1,-,-,1.0,PPI
55003,PAK1IP1,4223,MEOX2,PF00400-PF00046,-,1.0,PPI-DDI
55003,PAK1IP1,23144,ZC3H3,PF00400-PF00642,-,1.0,PPI-DDI
55003,PAK1IP1,5577,PRKAR2B,-,-,1.0,PPI
8772,FADD,23429,RYBP,-,-,1.0,PPI
