Protein 1,Protein 1 name,Protein 2,Protein 2 name,Retained DDIs,Lost DDIs,Score,Source of the interaction
8900,CCNA1,1164,CKS2,PF02984-PF01111 ; PF00134-PF01111,-,1.0,PPI-DDI
8900,CCNA1,1869,E2F1,PF02984-PF02319 ; PF00134-PF02319,-,1.0,PPI-DDI
8900,CCNA1,4605,MYBL2,-,-,1.0,PPI
56160,NSMCE3,1869,E2F1,-,-,1.0,PPI
56160,NSMCE3,493861,EID3,-,-,1.0,PPI
56160,NSMCE3,146434,ZNF597,-,-,1.0,PPI
8744,TNFSF9,57613,FAM234B,-,-,1.0,PPI
8744,TNFSF9,9466,IL27RA,PF00229-PF00041,-,1.0,PPI-DDI
8744,TNFSF9,346689,KLRG2,-,PF00229-PF00059,0.0,PPI-DDI
8744,TNFSF9,3656,IRAK2,-,-,1.0,PPI
8744,TNFSF9,3598,IL13RA2,-,-,1.0,PPI
3476,IGBP1,2810,SFN,-,-,1.0,PPI
3476,IGBP1,8339,H2BC8,-,-,1.0,PPI
3476,IGBP1,5879,RAC1,-,-,1.0,PPI
3476,IGBP1,29978,UBQLN2,-,-,1.0,PPI
3476,IGBP1,161424,NOP9,-,-,1.0,PPI
3476,IGBP1,10130,PDIA6,-,-,1.0,PPI
3476,IGBP1,26136,TES,-,-,1.0,PPI
3476,IGBP1,3956,LGALS1,-,-,1.0,PPI
3476,IGBP1,261726,TIPRL,-,-,1.0,PPI
3476,IGBP1,3315,HSPB1,-,-,1.0,PPI
3476,IGBP1,4201,MEA1,-,-,1.0,PPI
3476,IGBP1,9296,ATP6V1F,-,-,1.0,PPI
10882,C1QL1,140689,CBLN4,PF00386-PF00386,-,1.0,PPI-DDI
10882,C1QL1,1300,COL10A1,PF00386-PF00386 ; PF01391-PF01391,-,1.0,PPI-DDI
10882,C1QL1,338872,C1QTNF9,PF00386-PF00386 ; PF01391-PF01391,-,1.0,PPI-DDI
10882,C1QL1,154197,PNLDC1,-,-,1.0,PPI
5165,PDK3,2298,FOXD4,-,-,1.0,PPI
4225,MEP1B,2520,GAST,-,-,1.0,PPI
83987,CCDC8,7283,TUBG1,-,-,1.0,PPI
83987,CCDC8,27293,SMPDL3B,-,-,1.0,PPI
83987,CCDC8,1947,EFNB1,-,-,1.0,PPI
83987,CCDC8,116496,NIBAN1,-,-,1.0,PPI
83987,CCDC8,57505,AARS2,-,-,1.0,PPI
83987,CCDC8,10642,IGF2BP1,-,-,1.0,PPI
83987,CCDC8,6102,RP2,-,-,1.0,PPI
83987,CCDC8,57473,ZNF512B,-,-,1.0,PPI
83987,CCDC8,10970,CKAP4,-,-,1.0,PPI
83987,CCDC8,55631,LRRC40,-,-,1.0,PPI
83987,CCDC8,2590,GALNT2,-,-,1.0,PPI
83987,CCDC8,4131,MAP1B,-,-,1.0,PPI
83987,CCDC8,9126,SMC3,-,-,1.0,PPI
83987,CCDC8,8411,EEA1,-,-,1.0,PPI
83987,CCDC8,7532,YWHAG,-,-,1.0,PPI
83987,CCDC8,286077,FAM83H,-,-,1.0,PPI
83987,CCDC8,10857,PGRMC1,-,-,1.0,PPI
83987,CCDC8,26227,PHGDH,-,-,1.0,PPI
83987,CCDC8,161424,NOP9,-,-,1.0,PPI
83987,CCDC8,6130,RPL7A,-,-,1.0,PPI
83987,CCDC8,11187,PKP3,-,-,1.0,PPI
83987,CCDC8,83987,CCDC8,-,-,1.0,PPI
83987,CCDC8,90480,GADD45GIP1,-,-,1.0,PPI
83987,CCDC8,10130,PDIA6,-,-,1.0,PPI
83987,CCDC8,388697,HRNR,-,-,1.0,PPI
83987,CCDC8,845,CASQ2,-,-,1.0,PPI
83987,CCDC8,9319,TRIP13,-,-,1.0,PPI
83987,CCDC8,55454,CSGALNACT2,-,-,1.0,PPI
83987,CCDC8,8471,AL035425.3,-,-,1.0,PPI
83987,CCDC8,27340,UTP20,-,-,1.0,PPI
83987,CCDC8,383,ARG1,-,-,1.0,PPI
8263,F8A1,6640,SNTA1,-,-,1.0,PPI
3175,ONECUT1,8431,NR0B2,PF00046-PF00104,-,1.0,PPI-DDI
10647,SCGB1D2,6097,RORC,-,-,1.0,PPI
9111,NMI,9111,NMI,-,-,1.0,PPI
9111,NMI,23429,RYBP,-,-,1.0,PPI
9111,NMI,112714,TUBA3E,-,-,1.0,PPI
9111,NMI,9107,MTMR6,-,-,1.0,PPI
9111,NMI,8796,SCEL,-,-,1.0,PPI
9111,NMI,4613,MYCN,-,-,1.0,PPI
9111,NMI,8971,H1-10,-,-,1.0,PPI
9111,NMI,127703,C1orf216,-,-,1.0,PPI
4189,DNAJB9,10584,COLEC10,-,-,1.0,PPI
4189,DNAJB9,55754,TMEM30A,-,-,1.0,PPI
4189,DNAJB9,196472,FAM71C,-,-,1.0,PPI
4189,DNAJB9,10562,OLFM4,-,-,1.0,PPI
4189,DNAJB9,6624,FSCN1,-,-,1.0,PPI
4189,DNAJB9,2563,GABRD,-,-,1.0,PPI
253980,KCTD13,26353,HSPB8,-,-,1.0,PPI
253980,KCTD13,154,ADRB2,-,-,1.0,PPI
253980,KCTD13,3305,HSPA1L,-,-,1.0,PPI
253980,KCTD13,253980,KCTD13,PF02214-PF02214,-,1.0,PPI-DDI
4908,NTF3,4223,MEOX2,-,-,1.0,PPI
55970,GNG12,154,ADRB2,PF00631-PF00001,-,1.0,PPI-DDI
26281,FGF20,5806,PTX3,-,-,1.0,PPI
10562,OLFM4,90187,EMILIN3,-,-,1.0,PPI
10562,OLFM4,149371,EXOC8,-,-,1.0,PPI
10562,OLFM4,23753,SDF2L1,-,-,1.0,PPI
10562,OLFM4,64216,TFB2M,-,-,1.0,PPI
55859,BEX1,56159,TEX11,-,-,1.0,PPI
1938,EEF2,2936,GSR,-,-,1.0,PPI
1938,EEF2,4751,NEK2,PF00679-PF00069 ; PF00009-PF00069,-,1.0,PPI-DDI
1938,EEF2,140801,RPL10L,-,-,1.0,PPI
1938,EEF2,29978,UBQLN2,-,-,1.0,PPI
1938,EEF2,79068,FTO,-,-,1.0,PPI
1938,EEF2,10614,HEXIM1,-,-,1.0,PPI
1938,EEF2,11274,USP18,-,-,1.0,PPI
1938,EEF2,6615,SNAI1,-,-,1.0,PPI
1938,EEF2,147746,HIPK4,PF00679-PF00069 ; PF00009-PF00069,-,1.0,PPI-DDI
1938,EEF2,7295,TXN,-,-,1.0,PPI
1938,EEF2,2033,EP300,-,-,1.0,PPI
1938,EEF2,154,ADRB2,-,-,1.0,PPI
1938,EEF2,1969,EPHA2,-,-,1.0,PPI
1938,EEF2,6130,RPL7A,-,-,1.0,PPI
1938,EEF2,6647,SOD1,-,-,1.0,PPI
1938,EEF2,6193,RPS5,-,-,1.0,PPI
1938,EEF2,3872,KRT17,-,-,1.0,PPI
1938,EEF2,678,ZFP36L2,-,-,1.0,PPI
9118,INA,4744,NEFH,PF00038-PF00038,-,1.0,PPI-DDI
9118,INA,391123,VSIG8,-,-,1.0,PPI
9118,INA,5071,PRKN,-,-,1.0,PPI
9118,INA,7431,VIM,PF00038-PF00038,-,1.0,PPI-DDI
9118,INA,4893,NRAS,-,-,1.0,PPI
2776,GNAQ,2785,GNG3,PF00503-PF00631,-,1.0,PPI-DDI
2776,GNAQ,6004,RGS16,PF00503-PF00615,-,1.0,PPI-DDI
2776,GNAQ,64407,RGS18,PF00503-PF00615,-,1.0,PPI-DDI
2776,GNAQ,26747,NUFIP1,-,-,1.0,PPI
2776,GNAQ,29978,UBQLN2,PF00503-PF00240,-,1.0,PPI-DDI
2776,GNAQ,2149,F2R,PF00503-PF00001,-,1.0,PPI-DDI
2776,GNAQ,3215,HOXB5,-,-,1.0,PPI
2776,GNAQ,382,ARF6,-,-,1.0,PPI
2776,GNAQ,1230,CCR1,PF00503-PF00001,-,1.0,PPI-DDI
2776,GNAQ,84948,TIGD5,-,-,1.0,PPI
2776,GNAQ,286530,P2RY8,PF00503-PF00001,-,1.0,PPI-DDI
79814,AGMAT,64795,RMND5A,-,-,1.0,PPI
79814,AGMAT,83443,SF3B5,-,-,1.0,PPI
114885,OSBPL11,83483,PLVAP,-,-,1.0,PPI
114885,OSBPL11,6657,SOX2,-,-,1.0,PPI
114885,OSBPL11,3301,DNAJA1,-,-,1.0,PPI
167127,UGT3A2,2523,FUT1,-,-,1.0,PPI
149428,BNIPL,58480,RHOU,-,-,1.0,PPI
149428,BNIPL,149428,BNIPL,-,-,1.0,PPI
23569,PADI4,333932,H3C15,-,-,1.0,PPI
196383,RILPL2,196383,RILPL2,-,-,1.0,PPI
6015,RING1,132625,ZFP42,-,-,1.0,PPI
6015,RING1,6615,SNAI1,-,-,1.0,PPI
6015,RING1,404281,YY2,-,-,1.0,PPI
6015,RING1,23429,RYBP,PF16207-PF17219,-,1.0,PPI-DDI
6015,RING1,6015,RING1,PF13923-PF13923 ; PF16207-PF16207,-,1.0,PPI-DDI
6015,RING1,1869,E2F1,-,-,1.0,PPI
391123,VSIG8,144811,LACC1,-,-,1.0,PPI
391123,VSIG8,6528,SLC5A5,-,-,1.0,PPI
391123,VSIG8,8200,GDF5,PF07686-PF00019,-,1.0,PPI-DDI
391123,VSIG8,282808,RAB40AL,PF07686-PF00071,-,1.0,PPI-DDI
80124,VCPIP1,117245,PLAAT5,-,-,1.0,PPI
80124,VCPIP1,6491,STIL,-,-,1.0,PPI
80124,VCPIP1,8431,NR0B2,-,-,1.0,PPI
139599,MAGEE2,988,CDC5L,-,-,1.0,PPI
1869,E2F1,1052,CEBPD,-,-,1.0,PPI
1869,E2F1,6689,SPIB,-,-,1.0,PPI
1869,E2F1,1869,E2F1,PF02319-PF02319,-,1.0,PPI-DDI
1869,E2F1,6668,SP2,-,-,1.0,PPI
1869,E2F1,1053,CEBPE,-,-,1.0,PPI
1869,E2F1,1870,E2F2,PF02319-PF02319,-,1.0,PPI-DDI
1869,E2F1,7290,HIRA,-,-,1.0,PPI
1869,E2F1,2033,EP300,-,-,1.0,PPI
1869,E2F1,4605,MYBL2,-,-,1.0,PPI
10017,BCL2L10,10017,BCL2L10,PF00452-PF00452,-,1.0,PPI-DDI
4656,MYOG,3400,ID4,PF00010-PF00010,-,1.0,PPI-DDI
4656,MYOG,10763,NES,-,-,1.0,PPI
3362,HTR6,26958,COPG2,-,-,1.0,PPI
312,ANXA13,54518,APBB1IP,-,-,1.0,PPI
64407,RGS18,2773,GNAI3,PF00615-PF00503,-,1.0,PPI-DDI
221421,RSPH9,9240,PNMA1,-,-,1.0,PPI
3215,HOXB5,2781,GNAZ,-,-,1.0,PPI
3215,HOXB5,203111,ERICH5,-,-,1.0,PPI
3215,HOXB5,8894,EIF2S2,-,-,1.0,PPI
3215,HOXB5,27293,SMPDL3B,-,-,1.0,PPI
3215,HOXB5,22979,EFR3B,-,-,1.0,PPI
916,CD3E,919,CD247,PF02189-PF02189,-,1.0,PPI-DDI
916,CD3E,6640,SNTA1,-,-,1.0,PPI
646960,PRSS56,3872,KRT17,-,-,1.0,PPI
143244,EIF5AL1,10614,HEXIM1,-,-,1.0,PPI
143244,EIF5AL1,3872,KRT17,-,-,1.0,PPI
143244,EIF5AL1,4478,MSN,-,-,1.0,PPI
143244,EIF5AL1,5479,PPIB,-,-,1.0,PPI
4217,MAP3K5,4217,MAP3K5,PF00069-PF00069,-,1.0,PPI-DDI
4217,MAP3K5,7532,YWHAG,PF00069-PF00244,-,1.0,PPI-DDI
4217,MAP3K5,5563,PRKAA2,PF00069-PF00069 ; PF00069-PF16579,-,1.0,PPI-DDI
4217,MAP3K5,7295,TXN,-,-,1.0,PPI
4217,MAP3K5,25929,GEMIN5,PF00069-PF00400,-,1.0,PPI-DDI
4217,MAP3K5,8651,SOCS1,PF00069-PF00017,-,1.0,PPI-DDI
4217,MAP3K5,894,CCND2,PF00069-PF02984 ; PF00069-PF00134,-,1.0,PPI-DDI
4217,MAP3K5,2033,EP300,PF00069-PF00439,-,1.0,PPI-DDI
6372,CXCL6,4318,MMP9,-,-,1.0,PPI
160287,LDHAL6A,6647,SOD1,-,-,1.0,PPI
8339,H2BC8,5496,PPM1G,-,-,1.0,PPI
8339,H2BC8,6018,RLF,PF00125-PF00096,-,1.0,PPI-DDI
8339,H2BC8,140735,DYNLL2,-,-,1.0,PPI
8339,H2BC8,79080,CCDC86,-,-,1.0,PPI
8339,H2BC8,22974,TPX2,-,-,1.0,PPI
8339,H2BC8,54984,PINX1,-,-,1.0,PPI
8339,H2BC8,387032,ZKSCAN4,PF00125-PF00096,-,1.0,PPI-DDI
8339,H2BC8,55133,SRBD1,-,-,1.0,PPI
8339,H2BC8,7554,ZNF8,PF00125-PF00096,-,1.0,PPI-DDI
8339,H2BC8,81930,KIF18A,-,-,1.0,PPI
8339,H2BC8,9841,ZBTB24,PF00125-PF00096,-,1.0,PPI-DDI
8339,H2BC8,24137,KIF4A,-,-,1.0,PPI
8339,H2BC8,128866,CHMP4B,-,-,1.0,PPI
8339,H2BC8,57473,ZNF512B,-,-,1.0,PPI
8339,H2BC8,89890,KBTBD6,-,-,1.0,PPI
8339,H2BC8,723790,H2AC19,PF00125-PF00125 ; PF00125-PF16211,-,1.0,PPI-DDI
5695,PSMB7,3799,KIF5B,-,-,1.0,PPI
5695,PSMB7,5071,PRKN,-,-,1.0,PPI
5695,PSMB7,5689,PSMB1,PF00227-PF00227 ; PF12465-PF00227,-,1.0,PPI-DDI
5695,PSMB7,5695,PSMB7,PF00227-PF00227 ; PF00227-PF12465 ; PF12465-PF00227,-,1.0,PPI-DDI
5695,PSMB7,123169,LEO1,-,-,1.0,PPI
5695,PSMB7,9533,POLR1C,-,-,1.0,PPI
5695,PSMB7,6280,S100A9,-,-,1.0,PPI
5695,PSMB7,64795,RMND5A,-,-,1.0,PPI
90780,PYGO2,90780,PYGO2,PF00628-PF00628,-,1.0,PPI-DDI
1409,CRYAA,3316,HSPB2,PF00525-PF00011 ; PF00011-PF00011,-,1.0,PPI-DDI
1409,CRYAA,1415,CRYBB2,-,-,1.0,PPI
1409,CRYAA,3315,HSPB1,PF00525-PF00011 ; PF00011-PF00011,-,1.0,PPI-DDI
1409,CRYAA,1409,CRYAA,PF00525-PF00525 ; PF00525-PF00011 ; PF00011-PF00525 ; PF00011-PF00011,-,1.0,PPI-DDI
84952,CGNL1,7532,YWHAG,-,-,1.0,PPI
3181,HNRNPA2B1,6170,RPL39,-,-,1.0,PPI
3181,HNRNPA2B1,4751,NEK2,PF00076-PF00069,-,1.0,PPI-DDI
3181,HNRNPA2B1,3315,HSPB1,-,-,1.0,PPI
3181,HNRNPA2B1,1979,EIF4EBP2,-,-,1.0,PPI
3181,HNRNPA2B1,29978,UBQLN2,PF00076-PF00627,-,1.0,PPI-DDI
3181,HNRNPA2B1,93380,MMGT1,-,-,1.0,PPI
3181,HNRNPA2B1,7150,TOP1,-,-,1.0,PPI
3181,HNRNPA2B1,154,ADRB2,-,-,1.0,PPI
3181,HNRNPA2B1,988,CDC5L,-,-,1.0,PPI
3181,HNRNPA2B1,2033,EP300,PF00076-PF00439,-,1.0,PPI-DDI
3181,HNRNPA2B1,23172,ABRAXAS2,-,-,1.0,PPI
3181,HNRNPA2B1,10614,HEXIM1,-,-,1.0,PPI
3181,HNRNPA2B1,5049,PAFAH1B2,-,-,1.0,PPI
3181,HNRNPA2B1,5071,PRKN,-,-,1.0,PPI
3181,HNRNPA2B1,4255,MGMT,-,-,1.0,PPI
3181,HNRNPA2B1,4520,MTF1,PF00076-PF00096,-,1.0,PPI-DDI
3181,HNRNPA2B1,5689,PSMB1,-,-,1.0,PPI
3181,HNRNPA2B1,6615,SNAI1,PF00076-PF00096,-,1.0,PPI-DDI
3181,HNRNPA2B1,3945,LDHB,-,-,1.0,PPI
3181,HNRNPA2B1,3872,KRT17,-,-,1.0,PPI
3181,HNRNPA2B1,678,ZFP36L2,PF00076-PF00642,-,1.0,PPI-DDI
84174,SLA2,919,CD247,PF00017-PF02189,-,1.0,PPI-DDI
84174,SLA2,867,CBL,PF00017-PF02761 ; PF00017-PF02762 ; PF00017-PF02262 ; PF00018-PF00627,-,1.0,PPI-DDI
2760,GM2A,55633,TBC1D22B,-,-,1.0,PPI
89780,WNT3A,23753,SDF2L1,-,-,1.0,PPI
89780,WNT3A,10116,FEM1B,-,-,1.0,PPI
89780,WNT3A,2535,FZD2,PF00110-PF01392,-,1.0,PPI-DDI
1489,CTF1,4105,MAGEA6,-,-,1.0,PPI
1489,CTF1,2033,EP300,-,-,1.0,PPI
1050,CEBPA,1050,CEBPA,PF07716-PF07716,-,1.0,PPI-DDI
1050,CEBPA,2523,FUT1,-,-,1.0,PPI
1050,CEBPA,1053,CEBPE,PF07716-PF07716,-,1.0,PPI-DDI
1050,CEBPA,1051,CEBPB,PF07716-PF07716,-,1.0,PPI-DDI
1050,CEBPA,3431,SP110,-,-,1.0,PPI
6999,TDO2,55170,PRMT6,-,-,1.0,PPI
6999,TDO2,6999,TDO2,PF03301-PF03301,-,1.0,PPI-DDI
6999,TDO2,4223,MEOX2,-,-,1.0,PPI
5774,PTPN3,5774,PTPN3,PF09380-PF09380 ; PF09380-PF00373 ; PF09380-PF09379 ; PF00102-PF00102 ; PF00102-PF00373 ; PF00102-PF00595 ; PF00373-PF09380 ; PF00373-PF00102 ; PF00373-PF00373 ; PF00373-PF00595 ; PF00373-PF09379 ; PF00595-PF00102 ; PF00595-PF00373 ; PF00595-PF00595 ; PF09379-PF09380 ; PF09379-PF00373 ; PF09379-PF09379,-,1.0,PPI-DDI
5774,PTPN3,2810,SFN,-,-,1.0,PPI
5774,PTPN3,7532,YWHAG,-,-,1.0,PPI
5774,PTPN3,57216,VANGL2,-,-,1.0,PPI
5774,PTPN3,3315,HSPB1,-,-,1.0,PPI
5774,PTPN3,3484,IGFBP1,-,-,1.0,PPI
22974,TPX2,57215,THAP11,-,-,1.0,PPI
22974,TPX2,988,CDC5L,-,-,1.0,PPI
22974,TPX2,6478,SIAH2,-,-,1.0,PPI
5321,PLA2G4A,54785,BORCS6,-,-,1.0,PPI
5321,PLA2G4A,4605,MYBL2,-,-,1.0,PPI
5321,PLA2G4A,7431,VIM,-,-,1.0,PPI
5321,PLA2G4A,653067,XAGE1B,-,-,1.0,PPI
6879,TAF7,4893,NRAS,-,-,1.0,PPI
6879,TAF7,51616,TAF9B,-,-,1.0,PPI
6879,TAF7,83860,TAF3,-,-,1.0,PPI
6879,TAF7,123169,LEO1,-,-,1.0,PPI
6879,TAF7,81631,MAP1LC3B,-,-,1.0,PPI
440738,MAP1LC3C,84078,KBTBD7,-,-,1.0,PPI
440738,MAP1LC3C,89890,KBTBD6,-,-,1.0,PPI
3768,KCNJ12,55327,LIN7C,-,-,1.0,PPI
3768,KCNJ12,6640,SNTA1,-,-,1.0,PPI
116150,NUS1,5733,PTGER3,-,-,1.0,PPI
116150,NUS1,56134,PCDHAC2,-,-,1.0,PPI
116150,NUS1,148066,ZNRF4,-,-,1.0,PPI
2312,FLG,7283,TUBG1,-,-,1.0,PPI
23144,ZC3H3,55003,PAK1IP1,PF00642-PF00400,-,1.0,PPI-DDI
23144,ZC3H3,64949,MRPS26,-,-,1.0,PPI
23144,ZC3H3,64928,MRPL14,-,-,1.0,PPI
23144,ZC3H3,692312,PPAN-P2RY11,-,-,1.0,PPI
23144,ZC3H3,84311,MRPL45,-,-,1.0,PPI
23144,ZC3H3,7621,ZNF70,-,-,1.0,PPI
3351,HTR1B,3352,HTR1D,PF00001-PF00001,-,1.0,PPI-DDI
84665,MYPN,89,ACTN3,-,-,1.0,PPI
84665,MYPN,27063,ANKRD1,PF07679-PF12796,-,1.0,PPI-DDI
11187,PKP3,22919,MAPRE1,-,-,1.0,PPI
11187,PKP3,144811,LACC1,-,-,1.0,PPI
11187,PKP3,4893,NRAS,PF00514-PF00071,-,1.0,PPI-DDI
11187,PKP3,221662,RBM24,PF00514-PF00076,-,1.0,PPI-DDI
11187,PKP3,8200,GDF5,-,-,1.0,PPI
11187,PKP3,2810,SFN,-,-,1.0,PPI
192670,AGO4,10383,TUBB4B,-,-,1.0,PPI
192670,AGO4,57037,ANKMY2,-,-,1.0,PPI
192670,AGO4,3301,DNAJA1,-,-,1.0,PPI
192670,AGO4,10642,IGF2BP1,-,-,1.0,PPI
192670,AGO4,6193,RPS5,-,-,1.0,PPI
192670,AGO4,390937,ERFL,-,-,1.0,PPI
84273,NOA1,666,BOK,-,-,1.0,PPI
57168,ASPHD2,9917,FAM20B,-,-,1.0,PPI
57168,ASPHD2,2925,GRPR,-,-,1.0,PPI
283461,C12orf40,140735,DYNLL2,-,-,1.0,PPI
2747,GLUD2,2746,GLUD1,PF00208-PF02812 ; PF00208-PF00208 ; PF02812-PF02812 ; PF02812-PF00208,-,1.0,PPI-DDI
643,CXCR5,94235,GNG8,PF00001-PF00631,-,1.0,PPI-DDI
5054,SERPINE1,2147,F2,PF00079-PF00089 ; PF00079-PF00051,-,1.0,PPI-DDI
5054,SERPINE1,5054,SERPINE1,PF00079-PF00079,-,1.0,PPI-DDI
5054,SERPINE1,3488,IGFBP5,-,-,1.0,PPI
5054,SERPINE1,5689,PSMB1,-,-,1.0,PPI
2810,SFN,5479,PPIB,-,-,1.0,PPI
2810,SFN,54926,UBE2R2,-,-,1.0,PPI
2810,SFN,9721,GPRIN2,-,-,1.0,PPI
2810,SFN,8660,IRS2,-,-,1.0,PPI
2810,SFN,79666,PLEKHF2,-,-,1.0,PPI
2810,SFN,23328,SASH1,-,-,1.0,PPI
2810,SFN,4131,MAP1B,-,-,1.0,PPI
2810,SFN,3799,KIF5B,-,-,1.0,PPI
2810,SFN,8411,EEA1,-,-,1.0,PPI
2810,SFN,7532,YWHAG,PF00244-PF00244,-,1.0,PPI-DDI
2810,SFN,9739,SETD1A,-,-,1.0,PPI
2810,SFN,2810,SFN,PF00244-PF00244,-,1.0,PPI-DDI
2810,SFN,5509,PPP1R3D,-,-,1.0,PPI
2810,SFN,867,CBL,-,-,1.0,PPI
2810,SFN,6130,RPL7A,-,-,1.0,PPI
58529,MYOZ1,5563,PRKAA2,-,-,1.0,PPI
58529,MYOZ1,84675,TRIM55,-,-,1.0,PPI
55166,CENPQ,440686,H3-2,-,-,1.0,PPI
55166,CENPQ,55166,CENPQ,-,-,1.0,PPI
55166,CENPQ,678,ZFP36L2,-,-,1.0,PPI
57459,GATAD2B,10614,HEXIM1,-,-,1.0,PPI
57459,GATAD2B,94234,FOXQ1,-,-,1.0,PPI
57459,GATAD2B,57692,MAGEE1,-,-,1.0,PPI
57459,GATAD2B,2290,FOXG1,-,-,1.0,PPI
57459,GATAD2B,56159,TEX11,-,-,1.0,PPI
57459,GATAD2B,8353,H3C6,-,-,1.0,PPI
57459,GATAD2B,8338,H2AC20,-,-,1.0,PPI
57459,GATAD2B,22806,IKZF3,-,-,1.0,PPI
57459,GATAD2B,8349,H2BC21,-,-,1.0,PPI
57459,GATAD2B,6657,SOX2,-,-,1.0,PPI
6385,SDC4,54101,RIPK4,-,-,1.0,PPI
140458,ASB5,3301,DNAJA1,-,-,1.0,PPI
22875,ENPP4,6657,SOX2,-,-,1.0,PPI
3763,KCNJ6,151963,MB21D2,-,-,1.0,PPI
3763,KCNJ6,3765,KCNJ9,PF01007-PF17655 ; PF01007-PF01007 ; PF17655-PF17655 ; PF17655-PF01007,-,1.0,PPI-DDI
10614,HEXIM1,92815,H2AW,-,-,1.0,PPI
10614,HEXIM1,8969,H2AC11,-,-,1.0,PPI
10614,HEXIM1,81876,RAB1B,-,-,1.0,PPI
10614,HEXIM1,64949,MRPS26,-,-,1.0,PPI
10614,HEXIM1,219,ALDH1B1,-,-,1.0,PPI
10614,HEXIM1,116541,MRPL54,-,-,1.0,PPI
10614,HEXIM1,81027,TUBB1,-,-,1.0,PPI
10614,HEXIM1,22803,XRN2,-,-,1.0,PPI
10614,HEXIM1,347733,TUBB2B,-,-,1.0,PPI
10614,HEXIM1,51373,MRPS17,-,-,1.0,PPI
10614,HEXIM1,1969,EPHA2,-,-,1.0,PPI
10614,HEXIM1,3945,LDHB,-,-,1.0,PPI
10614,HEXIM1,85236,H2BC12,-,-,1.0,PPI
10614,HEXIM1,3872,KRT17,-,-,1.0,PPI
10614,HEXIM1,5479,PPIB,-,-,1.0,PPI
10614,HEXIM1,3039,HBA1,-,-,1.0,PPI
10614,HEXIM1,6237,RRAS,-,-,1.0,PPI
10614,HEXIM1,55170,PRMT6,-,-,1.0,PPI
10614,HEXIM1,79913,ACTR5,-,-,1.0,PPI
10614,HEXIM1,343069,HNRNPCL1,-,-,1.0,PPI
10614,HEXIM1,128312,H2BU1,-,-,1.0,PPI
10614,HEXIM1,6130,RPL7A,-,-,1.0,PPI
10614,HEXIM1,10970,CKAP4,-,-,1.0,PPI
10614,HEXIM1,5865,RAB3B,-,-,1.0,PPI
10614,HEXIM1,8971,H1-10,-,-,1.0,PPI
10614,HEXIM1,7150,TOP1,-,-,1.0,PPI
10614,HEXIM1,84946,LTV1,-,-,1.0,PPI
10614,HEXIM1,10383,TUBB4B,-,-,1.0,PPI
10614,HEXIM1,552900,BOLA2,-,-,1.0,PPI
10614,HEXIM1,112714,TUBA3E,-,-,1.0,PPI
10614,HEXIM1,7431,VIM,-,-,1.0,PPI
10614,HEXIM1,5689,PSMB1,-,-,1.0,PPI
10614,HEXIM1,8337,H2AC18,-,-,1.0,PPI
10614,HEXIM1,3305,HSPA1L,-,-,1.0,PPI
10614,HEXIM1,112802,KRT71,-,-,1.0,PPI
10614,HEXIM1,56254,RNF20,-,-,1.0,PPI
10614,HEXIM1,26958,COPG2,-,-,1.0,PPI
10614,HEXIM1,3310,HSPA6,-,-,1.0,PPI
10614,HEXIM1,3301,DNAJA1,-,-,1.0,PPI
10614,HEXIM1,161198,CLEC14A,-,-,1.0,PPI
10614,HEXIM1,144983,HNRNPA1L2,-,-,1.0,PPI
10614,HEXIM1,8338,H2AC20,-,-,1.0,PPI
10614,HEXIM1,3799,KIF5B,-,-,1.0,PPI
10614,HEXIM1,10642,IGF2BP1,-,-,1.0,PPI
10614,HEXIM1,51142,CHCHD2,-,-,1.0,PPI
10614,HEXIM1,7532,YWHAG,-,-,1.0,PPI
10614,HEXIM1,26227,PHGDH,-,-,1.0,PPI
10614,HEXIM1,7295,TXN,-,-,1.0,PPI
10614,HEXIM1,6193,RPS5,-,-,1.0,PPI
10614,HEXIM1,51639,SF3B6,-,-,1.0,PPI
10614,HEXIM1,5464,PPA1,-,-,1.0,PPI
10614,HEXIM1,26523,AGO1,-,-,1.0,PPI
10614,HEXIM1,3251,HPRT1,-,-,1.0,PPI
10614,HEXIM1,5814,PURB,-,-,1.0,PPI
10614,HEXIM1,140801,RPL10L,-,-,1.0,PPI
10614,HEXIM1,388697,HRNR,-,-,1.0,PPI
10614,HEXIM1,10130,PDIA6,-,-,1.0,PPI
10614,HEXIM1,10614,HEXIM1,PF15313-PF15313,-,1.0,PPI-DDI
10614,HEXIM1,7280,TUBB2A,-,-,1.0,PPI
10614,HEXIM1,988,CDC5L,-,-,1.0,PPI
10614,HEXIM1,10376,TUBA1B,-,-,1.0,PPI
10614,HEXIM1,121391,KRT74,-,-,1.0,PPI
10614,HEXIM1,8349,H2BC21,-,-,1.0,PPI
333932,H3C15,9329,GTF3C4,-,-,1.0,PPI
333932,H3C15,4893,NRAS,-,-,1.0,PPI
333932,H3C15,55170,PRMT6,-,-,1.0,PPI
7532,YWHAG,54926,UBE2R2,-,-,1.0,PPI
7532,YWHAG,148753,FAM163A,-,-,1.0,PPI
7532,YWHAG,57460,PPM1H,-,-,1.0,PPI
7532,YWHAG,3799,KIF5B,-,-,1.0,PPI
7532,YWHAG,7532,YWHAG,PF00244-PF00244,-,1.0,PPI-DDI
7532,YWHAG,5049,PAFAH1B2,-,-,1.0,PPI
