Gene 1 ID,Protein 1 name,Gene 2 ID,Protein 2 name,Retained DDIs,Lost DDIs,Score,Source of the interaction
ENSG00000187626,ZKSCAN4,ENSG00000182318,ZSCAN22,PF00096-PF00096 ; PF02023-PF02023 ; PF01352-PF00096 ; PF01352-PF02023,-,1.0,PPI-DDI
ENSG00000187626,ZKSCAN4,ENSG00000273802,H2BC8,PF00096-PF00125,-,1.0,PPI-DDI
ENSG00000185905,C16orf54,ENSG00000090776,EFNB1,-,-,1.0,PPI
ENSG00000101856,PGRMC1,ENSG00000169515,CCDC8,-,-,1.0,PPI
ENSG00000101856,PGRMC1,ENSG00000169252,ADRB2,-,-,1.0,PPI
ENSG00000101856,PGRMC1,ENSG00000117748,RPA2,-,-,1.0,PPI
ENSG00000101856,PGRMC1,ENSG00000112164,GLP1R,-,-,1.0,PPI
ENSG00000149418,ST14,ENSG00000143333,RGS16,-,-,1.0,PPI
ENSG00000169297,NR0B1,ENSG00000082175,PGR,PF00104-PF00105 ; PF00104-PF00104,-,1.0,PPI-DDI
ENSG00000169297,NR0B1,ENSG00000136931,NR5A1,PF00104-PF00104 ; PF00104-PF00105,-,1.0,PPI-DDI
ENSG00000159339,PADI4,ENSG00000203852,H3C15,-,-,1.0,PPI
ENSG00000118729,CASQ2,ENSG00000169515,CCDC8,-,-,1.0,PPI
ENSG00000118729,CASQ2,ENSG00000095203,EPB41L4B,-,-,1.0,PPI
ENSG00000118729,CASQ2,ENSG00000178502,KLHL11,-,-,1.0,PPI
ENSG00000122012,SV2C,ENSG00000162738,VANGL2,-,-,1.0,PPI
ENSG00000215695,RSC1A1,ENSG00000162078,ZG16B,-,-,1.0,PPI
ENSG00000253626,EIF5AL1,ENSG00000128422,KRT17,-,-,1.0,PPI
ENSG00000253626,EIF5AL1,ENSG00000166794,PPIB,-,-,1.0,PPI
ENSG00000253626,EIF5AL1,ENSG00000147065,MSN,-,-,1.0,PPI
ENSG00000253626,EIF5AL1,ENSG00000186834,HEXIM1,-,-,1.0,PPI
ENSG00000147684,NDUFB9,ENSG00000164303,ENPP6,-,-,1.0,PPI
ENSG00000147684,NDUFB9,ENSG00000099795,NDUFB7,-,-,1.0,PPI
ENSG00000147684,NDUFB9,ENSG00000174951,FUT1,-,-,1.0,PPI
ENSG00000147684,NDUFB9,ENSG00000204390,HSPA1L,-,-,1.0,PPI
ENSG00000186810,CXCR3,ENSG00000169245,CXCL10,PF00001-PF00048,-,1.0,PPI-DDI
ENSG00000186810,CXCR3,ENSG00000156234,CXCL13,PF00001-PF00048,-,1.0,PPI-DDI
ENSG00000186810,CXCR3,ENSG00000163737,PF4,PF00001-PF00048,-,1.0,PPI-DDI
ENSG00000186810,CXCR3,ENSG00000138755,CXCL9,PF00001-PF00048,-,1.0,PPI-DDI
ENSG00000170876,TMEM43,ENSG00000075785,RAB7A,-,-,1.0,PPI
ENSG00000170876,TMEM43,ENSG00000169446,MMGT1,-,-,1.0,PPI
ENSG00000170876,TMEM43,ENSG00000182810,DDX28,-,-,1.0,PPI
ENSG00000170876,TMEM43,ENSG00000168955,TM4SF20,-,-,1.0,PPI
ENSG00000134460,IL2RA,ENSG00000101400,SNTA1,-,-,1.0,PPI
ENSG00000134460,IL2RA,ENSG00000134460,IL2RA,PF00084-PF00084,-,1.0,PPI-DDI
ENSG00000179958,DCTPP1,ENSG00000179958,DCTPP1,PF12643-PF12643,-,1.0,PPI-DDI
ENSG00000179958,DCTPP1,ENSG00000101421,CHMP4B,-,-,1.0,PPI
ENSG00000144655,CSRNP1,ENSG00000240583,AQP1,-,-,1.0,PPI
ENSG00000119973,PRLHR,ENSG00000101400,SNTA1,PF00001-PF00595,-,1.0,PPI-DDI
ENSG00000126821,SGPP1,ENSG00000131462,TUBG1,-,-,1.0,PPI
ENSG00000124766,SOX4,ENSG00000116574,RHOU,-,-,1.0,PPI
ENSG00000124766,SOX4,ENSG00000148835,TAF5,PF00505-PF00400,-,1.0,PPI-DDI
ENSG00000124766,SOX4,ENSG00000166828,SCNN1G,-,-,1.0,PPI
ENSG00000124766,SOX4,ENSG00000100393,EP300,-,-,1.0,PPI
ENSG00000169605,GKN1,ENSG00000162078,ZG16B,-,-,1.0,PPI
ENSG00000134242,PTPN22,ENSG00000110395,CBL,-,-,1.0,PPI
ENSG00000134242,PTPN22,ENSG00000106211,HSPB1,-,-,1.0,PPI
ENSG00000134242,PTPN22,ENSG00000148672,GLUD1,-,-,1.0,PPI
ENSG00000134242,PTPN22,ENSG00000198821,CD247,PF00102-PF02189,-,1.0,PPI-DDI
ENSG00000134242,PTPN22,ENSG00000134242,PTPN22,PF00102-PF00102,-,1.0,PPI-DDI
ENSG00000145384,FABP2,ENSG00000137124,ALDH1B1,-,-,1.0,PPI
ENSG00000169583,CLIC3,ENSG00000183690,EFHC2,-,-,1.0,PPI
ENSG00000169583,CLIC3,ENSG00000179918,SEPHS2,-,-,1.0,PPI
ENSG00000173376,NDNF,ENSG00000168040,FADD,-,-,1.0,PPI
ENSG00000106004,HOXA5,ENSG00000023318,ERP44,-,-,1.0,PPI
ENSG00000106004,HOXA5,ENSG00000181449,SOX2,-,-,1.0,PPI
ENSG00000106004,HOXA5,ENSG00000175213,ZNF408,PF00046-PF00096,-,1.0,PPI-DDI
ENSG00000106004,HOXA5,ENSG00000198890,PRMT6,-,-,1.0,PPI
ENSG00000106004,HOXA5,ENSG00000122691,TWIST1,PF00046-PF00010,-,1.0,PPI-DDI
ENSG00000112079,STK38,ENSG00000274750,H3C6,PF00069-PF00125,-,1.0,PPI-DDI
ENSG00000112079,STK38,ENSG00000124216,SNAI1,PF00069-PF00096,-,1.0,PPI-DDI
ENSG00000112079,STK38,ENSG00000184260,H2AC20,PF00069-PF00125,-,1.0,PPI-DDI
ENSG00000112079,STK38,ENSG00000112079,STK38,PF00069-PF00069 ; PF00069-PF00433 ; PF00433-PF00069 ; PF00433-PF00433,-,1.0,PPI-DDI
ENSG00000112079,STK38,ENSG00000152518,ZFP36L2,-,-,1.0,PPI
ENSG00000112079,STK38,ENSG00000123700,KCNJ2,-,-,1.0,PPI
ENSG00000112079,STK38,ENSG00000184678,H2BC21,PF00069-PF00125,-,1.0,PPI-DDI
ENSG00000100084,HIRA,ENSG00000197903,H2BC12,PF00400-PF00125,-,1.0,PPI-DDI
ENSG00000100084,HIRA,ENSG00000113722,CDX1,PF00400-PF00046,-,1.0,PPI-DDI
ENSG00000100084,HIRA,ENSG00000100393,EP300,PF00400-PF00439,-,1.0,PPI-DDI
ENSG00000100084,HIRA,ENSG00000177606,JUN,-,-,1.0,PPI
ENSG00000100084,HIRA,ENSG00000101412,E2F1,-,-,1.0,PPI
ENSG00000100084,HIRA,ENSG00000203811,H3C14,PF00400-PF00125,-,1.0,PPI-DDI
ENSG00000100084,HIRA,ENSG00000163041,H3-3A,PF00400-PF00125,-,1.0,PPI-DDI
ENSG00000075785,RAB7A,ENSG00000178695,KCTD12,-,-,1.0,PPI
ENSG00000075785,RAB7A,ENSG00000185345,PRKN,-,-,1.0,PPI
ENSG00000075785,RAB7A,ENSG00000101421,CHMP4B,-,-,1.0,PPI
ENSG00000075785,RAB7A,ENSG00000136026,CKAP4,-,-,1.0,PPI
ENSG00000075785,RAB7A,ENSG00000177469,CAVIN1,-,-,1.0,PPI
ENSG00000075785,RAB7A,ENSG00000136888,ATP6V1G1,-,-,1.0,PPI
ENSG00000075785,RAB7A,ENSG00000174903,RAB1B,PF00071-PF00071,PF08477-PF00071,0.5,PPI-DDI
ENSG00000075785,RAB7A,ENSG00000099795,NDUFB7,-,-,1.0,PPI
ENSG00000075785,RAB7A,ENSG00000177105,RHOG,PF00071-PF00071,PF08477-PF00071,0.5,PPI-DDI
ENSG00000075785,RAB7A,ENSG00000144746,ARL6IP5,-,-,1.0,PPI
ENSG00000075785,RAB7A,ENSG00000117748,RPA2,-,-,1.0,PPI
ENSG00000075785,RAB7A,ENSG00000205765,C5orf51,-,-,1.0,PPI
ENSG00000075785,RAB7A,ENSG00000075785,RAB7A,PF00071-PF00071,PF00071-PF08477 ; PF08477-PF00071 ; PF08477-PF08477,0.25,PPI-DDI
ENSG00000187189,TSPYL4,ENSG00000186310,NAP1L3,PF00956-PF00956,-,1.0,PPI-DDI
ENSG00000187189,TSPYL4,ENSG00000176903,PNMA1,-,-,1.0,PPI
ENSG00000187189,TSPYL4,ENSG00000175602,CCDC85B,-,-,1.0,PPI
ENSG00000187189,TSPYL4,ENSG00000177432,NAP1L5,PF00956-PF00956,-,1.0,PPI-DDI
ENSG00000104892,KLC3,ENSG00000170759,KIF5B,-,-,1.0,PPI
ENSG00000104892,KLC3,ENSG00000104892,KLC3,PF13424-PF13424,-,1.0,PPI-DDI
ENSG00000104892,KLC3,ENSG00000180938,ZNF572,-,-,1.0,PPI
ENSG00000104892,KLC3,ENSG00000170027,YWHAG,-,-,1.0,PPI
ENSG00000104892,KLC3,ENSG00000135604,STX11,-,-,1.0,PPI
ENSG00000104892,KLC3,ENSG00000178074,C2orf69,-,-,1.0,PPI
ENSG00000104892,KLC3,ENSG00000080986,NDC80,-,-,1.0,PPI
ENSG00000163141,BNIPL,ENSG00000116574,RHOU,-,-,1.0,PPI
ENSG00000163141,BNIPL,ENSG00000163141,BNIPL,-,-,1.0,PPI
ENSG00000177125,ZBTB34,ENSG00000180176,TH,-,-,1.0,PPI
ENSG00000177125,ZBTB34,ENSG00000178919,FOXE1,PF00096-PF00250,-,1.0,PPI-DDI
ENSG00000096092,TMEM14A,ENSG00000184979,USP18,-,-,1.0,PPI
ENSG00000197253,TPSB2,ENSG00000197253,TPSB2,PF00089-PF00089,-,1.0,PPI-DDI
ENSG00000197253,TPSB2,ENSG00000137267,TUBB2A,-,-,1.0,PPI
ENSG00000197253,TPSB2,ENSG00000137285,TUBB2B,-,-,1.0,PPI
ENSG00000173852,DPY19L1,ENSG00000007312,CD79B,-,-,1.0,PPI
ENSG00000164588,HCN1,ENSG00000138622,HCN4,PF08412-PF00520 ; PF08412-PF00027 ; PF00027-PF08412 ; PF00027-PF00520 ; PF00027-PF00027 ; PF00520-PF08412 ; PF00520-PF00520 ; PF00520-PF00027,-,1.0,PPI-DDI
ENSG00000164588,HCN1,ENSG00000099822,HCN2,PF08412-PF00027 ; PF08412-PF00520 ; PF00027-PF00027 ; PF00027-PF00520 ; PF00027-PF08412 ; PF00520-PF00027 ; PF00520-PF00520 ; PF00520-PF08412,-,1.0,PPI-DDI
ENSG00000164588,HCN1,ENSG00000164588,HCN1,PF08412-PF00027 ; PF08412-PF00520 ; PF00027-PF08412 ; PF00027-PF00027 ; PF00027-PF00520 ; PF00520-PF08412 ; PF00520-PF00027 ; PF00520-PF00520,-,1.0,PPI-DDI
ENSG00000090889,KIF4A,ENSG00000096401,CDC5L,-,-,1.0,PPI
ENSG00000090889,KIF4A,ENSG00000273802,H2BC8,-,-,1.0,PPI
ENSG00000265354,TIMM23,ENSG00000075673,ATP12A,-,-,1.0,PPI
ENSG00000198502,HLA-DRB5,ENSG00000204287,HLA-DRA,PF00969-PF00993 ; PF00969-PF07654 ; PF07654-PF00993 ; PF07654-PF07654,-,1.0,PPI-DDI
ENSG00000275793,RIMBP3,ENSG00000240583,AQP1,-,-,1.0,PPI
ENSG00000275793,RIMBP3,ENSG00000171453,POLR1C,-,-,1.0,PPI
ENSG00000275793,RIMBP3,ENSG00000265763,ZNF488,-,-,1.0,PPI
ENSG00000080986,NDC80,ENSG00000117650,NEK2,-,-,1.0,PPI
ENSG00000080986,NDC80,ENSG00000096401,CDC5L,-,-,1.0,PPI
ENSG00000080986,NDC80,ENSG00000135604,STX11,-,-,1.0,PPI
ENSG00000080986,NDC80,ENSG00000080986,NDC80,PF03801-PF03801 ; PF03801-PF18077 ; PF18077-PF03801,-,1.0,PPI-DDI
ENSG00000148584,A1CF,ENSG00000168497,CAVIN2,-,-,1.0,PPI
ENSG00000167034,NKX3-1,ENSG00000198900,TOP1,-,-,1.0,PPI
ENSG00000167034,NKX3-1,ENSG00000177733,HNRNPA0,PF00046-PF00076,-,1.0,PPI-DDI
ENSG00000167034,NKX3-1,ENSG00000169018,FEM1B,-,-,1.0,PPI
ENSG00000167034,NKX3-1,ENSG00000136026,CKAP4,-,-,1.0,PPI
ENSG00000167034,NKX3-1,ENSG00000124664,SPDEF,-,-,1.0,PPI
ENSG00000167034,NKX3-1,ENSG00000167182,SP2,PF00046-PF00096,-,1.0,PPI-DDI
ENSG00000175602,CCDC85B,ENSG00000140481,CCDC33,-,-,1.0,PPI
ENSG00000175602,CCDC85B,ENSG00000240583,AQP1,-,-,1.0,PPI
ENSG00000175602,CCDC85B,ENSG00000175895,PLEKHF2,-,-,1.0,PPI
ENSG00000175602,CCDC85B,ENSG00000198774,RASSF9,-,-,1.0,PPI
ENSG00000175602,CCDC85B,ENSG00000164743,C8orf48,-,-,1.0,PPI
ENSG00000175602,CCDC85B,ENSG00000179562,GCC1,-,-,1.0,PPI
ENSG00000175602,CCDC85B,ENSG00000197279,ZNF165,-,-,1.0,PPI
ENSG00000175602,CCDC85B,ENSG00000128422,KRT17,-,-,1.0,PPI
ENSG00000175602,CCDC85B,ENSG00000116903,EXOC8,-,-,1.0,PPI
ENSG00000204308,RNF5,ENSG00000169252,ADRB2,-,-,1.0,PPI
ENSG00000204308,RNF5,ENSG00000204308,RNF5,PF13920-PF13920,-,1.0,PPI-DDI
ENSG00000204308,RNF5,ENSG00000138942,RNF185,PF13920-PF13920,-,1.0,PPI-DDI
ENSG00000204308,RNF5,ENSG00000112164,GLP1R,-,-,1.0,PPI
ENSG00000277203,F8A1,ENSG00000101400,SNTA1,-,-,1.0,PPI
ENSG00000137656,BUD13,ENSG00000113722,CDX1,-,-,1.0,PPI
ENSG00000137656,BUD13,ENSG00000068394,GPKOW,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000143870,PDIA6,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000185345,PRKN,PF00240-PF00240 ; PF00240-PF17978 ; PF00240-PF01485 ; PF00240-PF17976 ; PF17978-PF00240 ; PF17978-PF01485 ; PF17978-PF17976 ; PF01485-PF00240 ; PF01485-PF17978 ; PF01485-PF01485 ; PF01485-PF17976 ; PF17976-PF00240 ; PF17976-PF17978 ; PF17976-PF01485 ; PF17976-PF17976,-,1.0,PPI-DDI
ENSG00000185345,PRKN,ENSG00000026025,VIM,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000204390,HSPA1L,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000188229,TUBB4B,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000132718,SYT11,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000115844,DLX2,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000151846,PABPC3,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000071539,TRIP13,PF00240-PF00004,-,1.0,PPI-DDI
ENSG00000185345,PRKN,ENSG00000101162,TUBB1,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000086061,DNAJA1,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000075886,TUBA3D,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000136810,TXN,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000148798,INA,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000136238,RAC1,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000277443,MARCKS,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000167207,NOD2,PF00240-PF00619,-,1.0,PPI-DDI
ENSG00000185345,PRKN,ENSG00000122566,HNRNPA2B1,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000178363,CALML3,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000117650,NEK2,PF00240-PF00069,-,1.0,PPI-DDI
ENSG00000185345,PRKN,ENSG00000107341,UBE2R2,PF00240-PF00179 ; PF17978-PF00179,-,1.0,PPI-DDI
ENSG00000185345,PRKN,ENSG00000185686,PRAME,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000165140,FBP1,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000136026,CKAP4,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000168092,PAFAH1B2,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000175130,MARCKSL1,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000170775,GPR37,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000133101,CCNA1,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000118971,CCND2,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000159217,IGF2BP1,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000089199,CHGB,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000131462,TUBG1,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000167914,GSDMA,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000148303,RPL7A,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000101161,PRPF6,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000179172,HNRNPCL1,-,-,1.0,PPI
ENSG00000185345,PRKN,ENSG00000106511,MEOX2,-,-,1.0,PPI
ENSG00000174276,ZNHIT2,ENSG00000163807,KIAA1143,-,-,1.0,PPI
ENSG00000174276,ZNHIT2,ENSG00000174276,ZNHIT2,-,-,1.0,PPI
ENSG00000174276,ZNHIT2,ENSG00000101161,PRPF6,-,-,1.0,PPI
ENSG00000174276,ZNHIT2,ENSG00000104804,TULP2,-,-,1.0,PPI
ENSG00000198759,EGFL6,ENSG00000137414,FAM8A1,-,-,1.0,PPI
ENSG00000172602,RND1,ENSG00000160007,ARHGAP35,PF00071-PF00620 ; PF00071-PF00071,-,1.0,PPI-DDI
ENSG00000116711,PLA2G4A,ENSG00000204382,XAGE1B,-,-,1.0,PPI
ENSG00000116711,PLA2G4A,ENSG00000026025,VIM,-,-,1.0,PPI
ENSG00000116711,PLA2G4A,ENSG00000196544,BORCS6,-,-,1.0,PPI
ENSG00000116711,PLA2G4A,ENSG00000101057,MYBL2,-,-,1.0,PPI
ENSG00000165475,CRYL1,ENSG00000181104,F2R,-,-,1.0,PPI
ENSG00000165475,CRYL1,ENSG00000123473,STIL,-,-,1.0,PPI
ENSG00000165475,CRYL1,ENSG00000134709,HOOK1,-,-,1.0,PPI
ENSG00000165475,CRYL1,ENSG00000167447,SMG8,-,-,1.0,PPI
ENSG00000147573,TRIM55,ENSG00000254772,EEF1G,-,-,1.0,PPI
ENSG00000147573,TRIM55,ENSG00000177791,MYOZ1,-,-,1.0,PPI
ENSG00000147573,TRIM55,ENSG00000096401,CDC5L,-,-,1.0,PPI
ENSG00000147573,TRIM55,ENSG00000147573,TRIM55,PF00643-PF00643 ; PF13445-PF13445,-,1.0,PPI-DDI
ENSG00000147573,TRIM55,ENSG00000092621,PHGDH,-,-,1.0,PPI
ENSG00000147573,TRIM55,ENSG00000125356,NDUFA1,-,-,1.0,PPI
ENSG00000147573,TRIM55,ENSG00000148677,ANKRD1,-,-,1.0,PPI
ENSG00000147573,TRIM55,ENSG00000115128,SF3B6,-,-,1.0,PPI
ENSG00000147573,TRIM55,ENSG00000180667,YOD1,-,-,1.0,PPI
ENSG00000147573,TRIM55,ENSG00000089723,OTUB2,-,-,1.0,PPI
ENSG00000147573,TRIM55,ENSG00000134571,MYBPC3,-,-,1.0,PPI
ENSG00000147573,TRIM55,ENSG00000104879,CKM,-,-,1.0,PPI
ENSG00000147573,TRIM55,ENSG00000163220,S100A9,-,-,1.0,PPI
ENSG00000213973,ZNF99,ENSG00000112164,GLP1R,-,-,1.0,PPI
ENSG00000196700,ZNF512B,ENSG00000273802,H2BC8,-,-,1.0,PPI
ENSG00000196700,ZNF512B,ENSG00000169515,CCDC8,-,-,1.0,PPI
ENSG00000196700,ZNF512B,ENSG00000107854,TNKS2,-,-,1.0,PPI
ENSG00000065135,GNAI3,ENSG00000127920,GNG11,PF00503-PF00631,-,1.0,PPI-DDI
ENSG00000065135,GNAI3,ENSG00000174788,PCP2,PF00503-PF02188,-,1.0,PPI-DDI
ENSG00000065135,GNAI3,ENSG00000005249,PRKAR2B,-,-,1.0,PPI
ENSG00000065135,GNAI3,ENSG00000143333,RGS16,PF00503-PF00615,-,1.0,PPI-DDI
ENSG00000065135,GNAI3,ENSG00000111716,LDHB,-,-,1.0,PPI
ENSG00000065135,GNAI3,ENSG00000169252,ADRB2,PF00503-PF00001,-,1.0,PPI-DDI
ENSG00000065135,GNAI3,ENSG00000242616,GNG10,PF00503-PF00631,-,1.0,PPI-DDI
ENSG00000065135,GNAI3,ENSG00000176533,GNG7,PF00503-PF00631,-,1.0,PPI-DDI
ENSG00000065135,GNAI3,ENSG00000039600,SOX30,-,-,1.0,PPI
ENSG00000065135,GNAI3,ENSG00000185989,RASA3,-,-,1.0,PPI
ENSG00000065135,GNAI3,ENSG00000075673,ATP12A,PF00503-PF00690,-,1.0,PPI-DDI
ENSG00000170604,IRF2BP1,ENSG00000181449,SOX2,-,-,1.0,PPI
ENSG00000170604,IRF2BP1,ENSG00000119669,IRF2BPL,-,-,1.0,PPI
ENSG00000170604,IRF2BP1,ENSG00000170604,IRF2BP1,PF00097-PF00097,-,1.0,PPI-DDI
ENSG00000212864,RNF208,ENSG00000153574,RPIA,-,-,1.0,PPI
ENSG00000126945,HNRNPH2,ENSG00000122566,HNRNPA2B1,PF00076-PF00076 ; PF08080-PF00076,-,1.0,PPI-DDI
ENSG00000126945,HNRNPH2,ENSG00000126945,HNRNPH2,PF00076-PF00076 ; PF00076-PF08080 ; PF08080-PF00076,-,1.0,PPI-DDI
ENSG00000126945,HNRNPH2,ENSG00000106211,HSPB1,-,-,1.0,PPI
ENSG00000126945,HNRNPH2,ENSG00000067704,IARS2,-,-,1.0,PPI
ENSG00000126945,HNRNPH2,ENSG00000186834,HEXIM1,-,-,1.0,PPI
ENSG00000126945,HNRNPH2,ENSG00000139675,HNRNPA1L2,PF00076-PF00076 ; PF08080-PF00076,-,1.0,PPI-DDI
ENSG00000126945,HNRNPH2,ENSG00000198890,PRMT6,-,-,1.0,PPI
ENSG00000126945,HNRNPH2,ENSG00000169504,CLIC4,-,-,1.0,PPI
ENSG00000126945,HNRNPH2,ENSG00000177733,HNRNPA0,PF00076-PF00076 ; PF08080-PF00076,-,1.0,PPI-DDI
ENSG00000178764,ZHX2,ENSG00000126458,RRAS,-,-,1.0,PPI
ENSG00000156427,FGF18,ENSG00000163661,PTX3,-,-,1.0,PPI
ENSG00000088325,TPX2,ENSG00000168286,THAP11,-,-,1.0,PPI
ENSG00000088325,TPX2,ENSG00000273802,H2BC8,-,-,1.0,PPI
ENSG00000088325,TPX2,ENSG00000096401,CDC5L,-,-,1.0,PPI
ENSG00000088325,TPX2,ENSG00000117748,RPA2,-,-,1.0,PPI
ENSG00000173726,TOMM20,ENSG00000182827,ACBD3,-,-,1.0,PPI
ENSG00000173726,TOMM20,ENSG00000101251,SEL1L2,-,-,1.0,PPI
ENSG00000173726,TOMM20,ENSG00000125977,EIF2S2,-,-,1.0,PPI
ENSG00000173726,TOMM20,ENSG00000005249,PRKAR2B,-,-,1.0,PPI
ENSG00000173726,TOMM20,ENSG00000213965,NUDT19,-,-,1.0,PPI
ENSG00000173726,TOMM20,ENSG00000173726,TOMM20,PF02064-PF02064,-,1.0,PPI-DDI
ENSG00000173726,TOMM20,ENSG00000105894,PTN,-,-,1.0,PPI
ENSG00000173726,TOMM20,ENSG00000101442,ACTR5,-,-,1.0,PPI
ENSG00000173726,TOMM20,ENSG00000067704,IARS2,-,-,1.0,PPI
ENSG00000267368,UPK3BL1,ENSG00000105428,ZNRF4,-,-,1.0,PPI
ENSG00000267368,UPK3BL1,ENSG00000112697,TMEM30A,-,-,1.0,PPI
ENSG00000267368,UPK3BL1,ENSG00000112195,TREML2,-,-,1.0,PPI
ENSG00000121316,PLBD1,ENSG00000065491,TBC1D22B,-,-,1.0,PPI
ENSG00000101057,MYBL2,ENSG00000133101,CCNA1,-,-,1.0,PPI
ENSG00000101057,MYBL2,ENSG00000100393,EP300,PF00249-PF00439,-,1.0,PPI-DDI
ENSG00000101057,MYBL2,ENSG00000101057,MYBL2,PF00249-PF00249,-,1.0,PPI-DDI
ENSG00000101057,MYBL2,ENSG00000140941,MAP1LC3B,-,-,1.0,PPI
ENSG00000101057,MYBL2,ENSG00000173545,ZNF622,-,-,1.0,PPI
ENSG00000101057,MYBL2,ENSG00000101412,E2F1,-,-,1.0,PPI
ENSG00000177469,CAVIN1,ENSG00000177606,JUN,-,-,1.0,PPI
ENSG00000177469,CAVIN1,ENSG00000168286,THAP11,-,-,1.0,PPI
ENSG00000177469,CAVIN1,ENSG00000143367,TUFT1,-,-,1.0,PPI
ENSG00000177469,CAVIN1,ENSG00000104147,OIP5,-,-,1.0,PPI
ENSG00000177469,CAVIN1,ENSG00000169446,MMGT1,-,-,1.0,PPI
ENSG00000177469,CAVIN1,ENSG00000180611,MB21D2,-,-,1.0,PPI
ENSG00000177469,CAVIN1,ENSG00000174010,KLHL15,-,-,1.0,PPI
ENSG00000177469,CAVIN1,ENSG00000173545,ZNF622,-,-,1.0,PPI
ENSG00000177469,CAVIN1,ENSG00000125484,GTF3C4,-,-,1.0,PPI
ENSG00000171873,ADRA1D,ENSG00000136026,CKAP4,-,-,1.0,PPI
ENSG00000171873,ADRA1D,ENSG00000101400,SNTA1,PF00001-PF00595,-,1.0,PPI-DDI
ENSG00000146360,GPR6,ENSG00000134153,EMC7,-,-,1.0,PPI
ENSG00000112357,PEX7,ENSG00000155959,VBP1,-,-,1.0,PPI
ENSG00000112357,PEX7,ENSG00000198890,PRMT6,-,-,1.0,PPI
ENSG00000203812,H2AC18,ENSG00000082516,GEMIN5,PF00125-PF00400,-,1.0,PPI-DDI
ENSG00000203812,H2AC18,ENSG00000186834,HEXIM1,-,-,1.0,PPI
ENSG00000203812,H2AC18,ENSG00000155827,RNF20,-,-,1.0,PPI
ENSG00000203812,H2AC18,ENSG00000198890,PRMT6,-,-,1.0,PPI
ENSG00000203812,H2AC18,ENSG00000184678,H2BC21,PF00125-PF00125 ; PF16211-PF00125,-,1.0,PPI-DDI
ENSG00000115128,SF3B6,ENSG00000186834,HEXIM1,-,-,1.0,PPI
ENSG00000115128,SF3B6,ENSG00000096401,CDC5L,-,-,1.0,PPI
ENSG00000115128,SF3B6,ENSG00000198900,TOP1,-,-,1.0,PPI
ENSG00000115128,SF3B6,ENSG00000163220,S100A9,-,-,1.0,PPI
ENSG00000170542,SERPINB9,ENSG00000137267,TUBB2A,-,-,1.0,PPI
ENSG00000130300,PLVAP,ENSG00000144909,OSBPL11,-,-,1.0,PPI
ENSG00000125965,GDF5,ENSG00000114739,ACVR2B,PF00019-PF00069 ; PF00019-PF01064,-,1.0,PPI-DDI
ENSG00000125965,GDF5,ENSG00000178363,CALML3,-,-,1.0,PPI
ENSG00000125965,GDF5,ENSG00000243284,VSIG8,PF00019-PF07686,-,1.0,PPI-DDI
ENSG00000125965,GDF5,ENSG00000184363,PKP3,-,-,1.0,PPI
ENSG00000165029,ABCA1,ENSG00000168040,FADD,-,-,1.0,PPI
ENSG00000165029,ABCA1,ENSG00000117758,STX12,-,-,1.0,PPI
ENSG00000108405,P2RX1,ENSG00000155252,PI4K2A,-,-,1.0,PPI
ENSG00000108405,P2RX1,ENSG00000100580,TMED8,-,-,1.0,PPI
ENSG00000197442,MAP3K5,ENSG00000185338,SOCS1,PF00069-PF00017,-,1.0,PPI-DDI
